pattern_number,hole_number,hole_id,x,y,collar_rl,design_toe_rl,design_bench_height
1505708,242,{77a7c418-d5b9-419d-899a-115e99ce5e63},229418.8,2729004.0,1520.0,1503.5,15.299999999999956
1505708,243,{f7488bd5-9b8e-45c6-ac13-1bddedec6c00},229425.3,2729004.3,1519.6,1503.5,14.900000000000093
1505708,244,{35e54ee3-bf1e-409d-a019-4d8a56441da9},229431.8,2729004.5,1519.4,1503.5,14.700000000000044
1505708,245,{829dac67-84b3-4607-bd2b-ee2b7fd01428},229438.3,2729004.8,1519.4,1503.5,14.700000000000044
1505708,246,{19ad88c7-488f-4f88-adac-d21edb4d32d6},229444.8,2729005.1,1519.3,1503.5,14.599999999999907
1505708,247,{6d14f9ad-d7ca-4f60-8b90-210aba8a80ea},229451.3,2729005.4,1519.5,1503.5,14.799999999999956
1505708,248,{8624b5c8-cf34-463d-8b47-7173e9d02dcc},229457.8,2729005.6,1519.4,1503.5,14.700000000000044
1505708,249,{e6df525c-8ff7-413b-8746-bd6bfcd5a135},229464.3,2729005.9,1519.2,1503.5,14.5
1505708,250,{4159bdf6-c13e-4430-b3bc-b69e0357ba9b},229463.7,2729000.4,1519.2,1503.5,14.5
1505708,251,{a568b937-0c6c-4562-81b7-acc11a7b095d},229459.2,2729000.2,1519.4,1503.5,14.700000000000044
1505708,252,{c7b6d599-0423-4b73-b7f7-3064d5af487e},229454.8,2729000.0,1519.5,1503.5,14.799999999999956
1505708,253,{51cb27a4-ee2b-406c-aede-b7ea39c7a141},229448.3,2728999.7,1519.4,1503.5,14.700000000000044
1505708,254,{6af4fbaf-50ac-4053-ad41-fb3af327c126},229441.8,2728999.4,1519.3,1503.5,14.599999999999907
1505708,255,{030f63ef-3599-473b-a30f-bd2f4c00d45a},229435.3,2728999.2,1519.4,1503.5,14.700000000000044
1505708,256,{ae623bd6-1ddd-4184-a1bf-cab769d0d8d7},229428.8,2728998.9,1519.5,1503.5,14.799999999999956
1505708,257,{4f976e09-ca17-481d-b7af-c9e7f9ae9b1e},229422.3,2728998.6,1519.7,1503.5,15.0
1505708,258,{97ae3733-4ccc-4607-af64-17fbf4cf1a0f},229415.8,2728998.4,1520.2,1503.5,15.5
1505708,259,{cf378809-db4c-445c-9f16-b7f5420108c2},229408.8,2728998.8,1520.7,1503.5,16.0
1505708,260,{8129da34-885c-4757-b659-8c9a6144086d},229402.3,2728998.7,1521.2,1503.5,16.5
1505708,261,{0300879f-7bf5-4d44-82d4-791fab48d0e3},229395.8,2728998.4,1521.1,1503.5,16.40000000000009
1505708,262,{387205c8-7d5b-49ce-b99b-ac752bbdc1a0},229382.2,2728998.7,1521.1,1503.5,16.40000000000009
1505708,263,{63711690-f3b0-4482-952c-24f4ff830556},229376.0,2728998.0,1521.2,1503.5,16.5
1505708,264,{8c7f1890-31b2-46a9-857f-db7314ef8679},229370.3,2728996.5,1521.3,1503.5,16.59999999999991
1505708,265,{369575ea-6067-4c14-96f9-70d9d35bd906},229363.9,2728996.1,1521.1,1503.5,16.40000000000009
1505708,266,{5b123e2b-02c5-4301-a842-35b6fc0e9392},229357.7,2728996.4,1520.9,1503.5,16.200000000000045
1505708,267,{ef31cef6-b0e3-4442-a8f9-800b65d39907},229350.9,2728995.6,1520.7,1503.5,16.0
1505708,268,{031dbb20-63c2-45e1-b21b-cd405a343a86},229345.1,2728995.3,1520.8,1503.5,16.09999999999991
1505708,269,{edfb4203-247a-4941-bf11-bcb822cb1126},229339.3,2728995.1,1520.9,1503.5,16.200000000000045
1505708,270,{06e416ce-ec2b-4347-a567-506533eb7b90},229337.5,2728989.5,1520.9,1503.5,16.200000000000045
1505708,271,{79961326-a8cc-4a11-8950-fd4fbb74136d},229342.7,2728990.5,1520.8,1503.5,16.09999999999991
1505708,272,{06530a7b-1a56-4b92-ae42-88a460122027},229348.0,2728991.5,1520.8,1503.5,16.09999999999991
1505708,273,{adb326f0-1c6e-4eaf-9cca-e249e9e04c2c},229351.5,2728992.3,1520.7,1503.5,16.0
1505708,274,{6677b12a-8875-4bdc-aa54-3a37f119e5de},229354.9,2728991.2,1520.7,1503.5,16.0
1505708,275,{0f62f13b-c883-41bd-bb51-e26166b615ee},229357.2,2728989.5,1520.8,1503.5,16.09999999999991
1505708,276,{6b05338e-4566-4b4a-9d27-a906c80e27af},229359.4,2728987.8,1521.0,1503.5,16.299999999999955
1505708,277,{edbdd06d-e05f-461f-b7b4-fb73c7def530},229361.6,2728991.9,1521.0,1503.5,16.299999999999955
1505708,278,{57fb0118-b290-4fad-8eb0-daf8dbebfa43},229364.0,2728987.9,1521.1,1503.5,16.40000000000009
1505708,279,{6736d35c-b4c0-442f-ab68-a8f7c89cb6a3},229366.2,2728992.6,1521.2,1503.5,16.5
1505708,280,{ad648a24-447f-4231-83ae-c1aab2d0cae1},229368.5,2728989.1,1521.3,1503.5,16.59999999999991
1505708,281,{3eb2daca-06cc-4252-9921-6968bb80b73d},229370.8,2728990.8,1521.3,1503.5,16.59999999999991
1505708,282,{b533eef7-10e0-4062-9f26-976b9c71f8f0},229373.7,2728991.2,1521.3,1503.5,16.59999999999991
1505708,283,{1f24b26b-a6ee-473b-9bb1-22f83ea00454},229376.1,2728992.8,1521.2,1503.5,16.5
1505708,284,{fa026e6e-31b4-496d-9a9c-14acb35b44ae},229378.7,2728993.9,1521.2,1503.5,16.5
1505708,285,{7e999ae4-5b52-4254-b407-a5de5124131f},229381.6,2728994.5,1521.1,1503.5,16.40000000000009
1505708,286,{00ca09cd-8f60-4305-ba60-c11bde7a9417},229384.5,2728995.2,1521.1,1503.5,16.40000000000009
1505708,287,{a3dcf932-8730-4eed-8b43-a443484eb965},229387.2,2728996.2,1521.1,1503.5,16.40000000000009
1505708,288,{7871e593-4417-4042-b553-fec183843172},229389.9,2728997.2,1521.1,1503.5,16.40000000000009
1505708,289,{364386a2-3424-4cbe-8e23-18762dddcbab},229394.0,2728994.8,1521.1,1503.5,16.40000000000009
1505708,290,{d6040eeb-a4a5-42bd-a170-b77055e5e25c},229398.6,2728994.0,1521.1,1503.5,16.40000000000009
1505708,291,{6975b557-3618-4324-a0b6-e52a85c4fbd9},229401.9,2728993.9,1521.1,1503.5,16.40000000000009
1505708,292,{2ab61560-3930-4a77-bd5d-22276d6d8fef},229405.2,2728994.2,1521.0,1503.5,16.299999999999955
1505708,293,{deef59e2-a729-49bd-8e1a-50b824503ef7},229408.5,2728993.8,1520.7,1503.5,16.0
1505708,294,{95e045f4-550d-4a60-8dc3-de4528775011},229411.8,2728994.3,1520.4,1503.5,15.700000000000044
1505708,295,{e5783db1-be39-432b-9566-e107a2729e7a},229415.3,2728992.4,1520.2,1503.5,15.5
1505708,296,{dfc917e4-96d1-4984-99a3-51be61642b72},229419.2,2728993.1,1519.8,1503.5,15.099999999999907
1505708,297,{8700c2bd-e127-423a-92de-ba751a5f3483},229422.5,2728992.6,1519.6,1503.5,14.900000000000093
1505708,298,{9cafe04e-f3b6-40fc-87d6-45a35c76d572},229425.8,2728993.3,1519.5,1503.5,14.799999999999956
1505708,299,{88977898-24ae-42fc-9149-e015f715247a},229429.1,2728992.1,1519.5,1503.5,14.799999999999956
1505708,300,{b9f6d1f9-9c49-478c-89c1-e749c8f4fc59},229432.3,2728993.5,1519.4,1503.5,14.700000000000044
1505708,301,{0e9cfa3f-b1f1-44cf-811d-795a4333e00a},229435.6,2728993.4,1519.3,1503.5,14.599999999999907
1505708,302,{263e0abf-bb62-4351-ac15-6616320fa4f0},229438.8,2728993.8,1519.3,1503.5,14.599999999999907
1505708,303,{15f034ce-d4e9-4ee4-932e-6e7c6ff37852},229442.5,2728991.8,1519.3,1503.5,14.599999999999907
1505708,304,{97976d67-6f7f-4fd4-b0c3-35e2cdf23563},229444.2,2728995.7,1519.3,1503.5,14.599999999999907
1505708,305,{fe169176-09ea-495a-9409-f132f638bc40},229446.6,2728992.0,1519.3,1503.5,14.599999999999907
1505708,306,{3d4a807f-76d4-489e-ad5d-4ce10232068d},229449.5,2728992.5,1519.4,1503.5,14.700000000000044
1505708,307,{5bda244f-2485-45cf-a297-14025380bf84},229451.8,2728994.4,1519.4,1503.5,14.700000000000044
1505708,308,{46bb7716-8415-4665-bf94-bc1ae7ebe3e3},229456.1,2728992.4,1519.5,1503.5,14.799999999999956
1505708,309,{9f9a19ec-397c-4663-81d1-2a34b1ebd05a},229457.7,2728995.5,1519.4,1503.5,14.700000000000044
1505708,310,{636a6145-6657-4dc4-ae8b-7b9393b06e23},229460.7,2728991.0,1519.4,1503.5,14.700000000000044
1505708,311,{ffabd6d5-347d-4263-9d36-97bcec46b3f3},229464.1,2728994.9,1519.2,1503.5,14.5
