pattern_id,pattern_type,point_id,x,y,floor_rl
A185-001-25,Trim,9,363609.61141848064,6591938.972206619,185.0
A185-001-25,Trim,10,363619.1560088588,6591938.519717551,185.0
A185-001-25,Trim,11,363628.67100731336,6591937.756450715,185.0
A185-001-25,Trim,12,363638.2019509752,6591937.084776082,185.0
A185-001-25,Trim,13,363647.6997189794,6591936.377023115,185.0
A185-001-25,Trim,14,363657.1189853712,6591935.534665624,185.0
A185-001-25,Trim,15,363666.3402908071,6591934.239114577,185.0
A185-001-25,Trim,16,363675.5244798488,6591932.814500081,185.0
A185-001-25,Trim,17,363684.7550184332,6591931.438373342,185.0
A185-001-25,Trim,18,363694.0266212601,6591930.188405606,185.0
A185-001-25,Trim,19,363701.14944799984,6591928.736933576,185.0
A185-001-25,Trim,20,363697.9516592809,6591899.956835106,185.0
A185-001-25,Trim,21,363661.92705920944,6591905.560661783,185.0
A185-001-25,Trim,22,363634.7084724888,6591907.962301789,185.0
A185-001-25,Trim,23,363620.9004049539,6591908.283419638,185.0
A185-001-25,Trim,24,363617.2457725526,6591908.576584132,185.0
A185-001-25,Trim,25,363608.8927338856,6591908.972584226,185.0
A185-001-25,Trim,26,363600.174622846,6591908.977216208,185.0
A185-001-25,Trim,27,363600.1738152047,6591908.977216638,185.0
A185-001-25,Trim,28,363600.1738152047,6591908.977216638,185.0
A185-001-25,Trim,29,363591.6990405224,6591908.87995944,185.0
A185-001-25,Trim,30,363584.4065812026,6591908.344996232,185.0
A185-001-25,Trim,31,363569.86419236,6591907.962301789,185.0
A185-001-25,Trim,32,363569.80335634376,6591908.753169999,185.0
A185-001-26,Trim,1,363697.1511126127,6591899.956835106,185.0
A185-001-26,Trim,2,363697.1703037999,6591900.078379292,185.0
A185-001-26,Trim,3,363697.9516592809,6591899.956835106,185.0
A185-001-26,Trim,4,363699.852957618,6591917.068520139,185.0
A185-001-26,Trim,5,363701.67832195625,6591928.629160948,185.0
A185-001-26,Trim,6,363702.8883695523,6591928.38258044,185.0
A185-001-26,Trim,7,363711.7015294401,6591926.42044581,185.0
A185-001-26,Trim,8,363720.64818818605,6591924.589536187,185.0
A185-001-26,Trim,9,363729.447261199,6591922.648083523,185.0
A185-001-26,Trim,10,363737.73437763465,6591920.249527224,185.0
A185-001-26,Trim,11,363745.5968275326,6591917.44170885,185.0
A185-001-26,Trim,12,363753.53343131166,6591914.611552167,185.0
A185-001-26,Trim,13,363761.9114627692,6591912.178000686,185.0
A185-001-26,Trim,14,363769.48852195696,6591909.224621568,185.0
A185-001-26,Trim,15,363776.9461800285,6591906.212925053,185.0
A185-001-26,Trim,16,363783.5519129577,6591902.645064022,185.0
A185-001-26,Trim,17,363785.0100534023,6591901.980607284,185.0
A185-001-26,Trim,18,363779.7341756034,6591871.079037319,185.0
A185-001-26,Trim,19,363776.9500733596,6591872.685484393,185.0
A185-001-26,Trim,20,363771.111986092,6591875.345829242,185.0
A185-001-26,Trim,21,363769.2950780732,6591876.2491806485,185.0
A185-001-26,Trim,22,363764.1612650848,6591879.022034395,185.0
A185-001-26,Trim,23,363758.4237491653,6591881.339069653,185.0
A185-001-26,Trim,24,363752.2607892255,6591883.741262475,185.0
A185-001-26,Trim,25,363745.16525721655,6591885.802288686,185.0
A185-001-26,Trim,26,363743.4570593233,6591886.354398603,185.0
A185-001-26,Trim,27,363735.5073712313,6591889.189224507,185.0
A185-001-26,Trim,28,363732.4062429256,6591890.2966916645,185.0
A185-001-26,Trim,29,363723.5691526652,6591893.55246176,185.0
A185-001-26,Trim,30,363697.1511126127,6591899.956835106,185.0
A185-001-27,Trim,1,363832.54796398495,6591829.193759525,185.0
A185-001-27,Trim,2,363830.9538353743,6591831.997274961,185.0
A185-001-27,Trim,3,363830.1570600575,6591833.354119583,185.0
A185-001-27,Trim,4,363828.42578075046,6591835.174518981,185.0
A185-001-27,Trim,5,363826.6127081666,6591837.266236052,185.0
A185-001-27,Trim,6,363824.1505865747,6591840.386732058,185.0
A185-001-27,Trim,7,363821.1573089949,6591843.3663418535,185.0
A185-001-27,Trim,8,363819.98944622936,6591844.520294813,185.0
A185-001-27,Trim,9,363819.9894462284,6591844.520294814,185.0
A185-001-27,Trim,10,363818.5044902959,6591845.987564209,185.0
A185-001-27,Trim,11,363814.87491955335,6591848.620264053,185.0
A185-001-27,Trim,12,363813.4693910023,6591849.704646016,185.0
A185-001-27,Trim,13,363809.1923189875,6591853.2111353455,185.0
A185-001-27,Trim,14,363805.6396068041,6591855.739697404,185.0
A185-001-27,Trim,15,363800.563317856,6591858.706344427,185.0
A185-001-27,Trim,16,363794.2230357175,6591862.400466093,185.0
A185-001-27,Trim,17,363792.6828033509,6591863.361445367,185.0
A185-001-27,Trim,18,363787.9763961618,6591866.499596559,185.0
A185-001-27,Trim,19,363782.64305386,6591869.410364135,185.0
A185-001-27,Trim,20,363782.02166518185,6591869.759139335,185.0
A185-001-27,Trim,21,363779.7341756034,6591871.079037319,185.0
A185-001-27,Trim,22,363783.0243869299,6591890.350275089,185.0
A185-001-27,Trim,23,363785.52579732216,6591901.745589098,185.0
A185-001-27,Trim,24,363790.6981921531,6591899.388592137,185.0
A185-001-27,Trim,25,363797.01497902593,6591895.743760555,185.0
A185-001-27,Trim,26,363803.5142653793,6591892.196658024,185.0
A185-001-27,Trim,27,363809.3258153541,6591888.32161667,185.0
A185-001-27,Trim,28,363815.68320534605,6591884.617527231,185.0
A185-001-27,Trim,29,363821.93869984895,6591880.961737671,185.0
A185-001-27,Trim,30,363827.4213857724,6591877.059560717,185.0
A185-001-27,Trim,31,363832.4894766457,6591872.904567182,185.0
A185-001-27,Trim,32,363833.30534708657,6591872.312777647,185.0
A185-001-27,Trim,33,363835.645686221,6591825.505994958,185.0
A185-001-27,Trim,34,363832.54796398495,6591829.193759525,185.0
