x,y,block_id,x_m,y_m,z_top_m,z_bottom_m,bench_name,location,oxidation,density_tpm3,au_gpt,cu_pct,ag_gpt,Axb,BWi_kWht,DWi_kWhm3,UCS_MPa,RMR,digability,sulfides_pct,carbonate_pct,clays_pct,fault_dist_m,cn_demand_kgt,rec_au,rec_cu,rec_ag,pf_target_kgpm3,target_p80_mm,wet,latitude,longitude,lithology,alteration_domain,mineral_domain,structure_domain,pattern_id
363594.918068,6591471.589991,B_045_015,450.0,-300.0,200.0,185.0,RL185-200,waste,fresh,2.71,0.01,0.0282,0.69,46.7,19.14,6.13,118.6,54.2,hard,0.38,0.47,1.89,256.7,0.0,0.75,0.87,0.77,1.05,140,False,-30.802002601538,121.574174885705,propylitic_volcanics,propylitic_halo,waste,background,
363604.918068,6591471.589991,B_046_015,460.0,-300.0,200.0,185.0,RL185-200,waste,fresh,2.7,0.01,0.029,0.72,47.0,18.49,6.7,112.6,57.3,hard,0.55,0.73,1.53,259.5,0.0,0.75,0.86,0.77,1.03,140,False,-30.802003751253,121.574279387132,propylitic_volcanics,propylitic_halo,waste,background,
363614.918068,6591471.589991,B_047_015,470.0,-300.0,200.0,185.0,RL185-200,waste,fresh,2.69,0.01,0.0282,0.73,45.7,18.62,6.89,109.1,57.4,hard,0.41,0.62,1.58,262.3,0.0,0.75,0.87,0.76,0.98,135,False,-30.802004900884,121.574383888565,propylitic_volcanics,propylitic_halo,waste,background,
363624.918068,6591471.589991,B_048_015,480.0,-300.0,200.0,185.0,RL185-200,waste,fresh,2.68,0.011,0.0292,0.72,46.2,17.7,5.95,100.6,60.1,medium,0.64,0.82,1.68,265.0,0.0,0.75,0.87,0.75,0.96,150,False,-30.802006050431,121.574488390003,propylitic_volcanics,propylitic_halo,waste,background,
363634.918068,6591471.589991,B_049_015,490.0,-300.0,200.0,185.0,RL185-200,waste,fresh,2.69,0.011,0.0288,0.72,46.4,19.67,6.76,112.0,57.4,hard,0.83,0.69,1.32,267.6,0.0,0.75,0.86,0.75,1.0,135,False,-30.802007199893,121.574592891448,propylitic_volcanics,propylitic_halo,waste,background,
363644.918068,6591471.589991,B_050_015,500.0,-300.0,200.0,185.0,RL185-200,waste,fresh,2.67,0.011,0.0288,0.72,46.6,18.65,5.86,122.0,59.9,hard,0.45,0.6,1.33,270.2,0.0,0.75,0.86,0.79,1.06,130,False,-30.802008349272,121.574697392899,propylitic_volcanics,propylitic_halo,waste,background,
363654.918068,6591471.589991,B_051_015,510.0,-300.0,200.0,185.0,RL185-200,waste,fresh,2.71,0.01,0.0282,0.7,45.5,19.57,7.17,118.6,71.2,hard,0.59,0.52,1.23,272.8,0.0,0.75,0.87,0.77,0.99,140,False,-30.802009498566,121.574801894355,propylitic_volcanics,propylitic_halo,waste,background,
363664.918068,6591471.589991,B_052_015,520.0,-300.0,200.0,185.0,RL185-200,waste,fresh,2.78,0.01,0.0276,0.67,45.8,19.81,6.71,123.8,59.7,hard,0.77,0.71,1.28,275.3,0.0,0.75,0.88,0.75,1.01,135,False,-30.802010647776,121.574906395818,propylitic_volcanics,propylitic_halo,waste,background,
363674.918068,6591471.589991,B_053_015,530.0,-300.0,200.0,185.0,RL185-200,waste,fresh,2.72,0.011,0.0292,0.69,47.4,19.15,7.0,124.1,63.2,hard,0.47,0.79,0.92,277.8,0.0,0.75,0.87,0.78,1.0,135,False,-30.802011796901,121.575010897287,propylitic_volcanics,propylitic_halo,waste,background,
363684.918068,6591471.589991,B_054_015,540.0,-300.0,200.0,185.0,RL185-200,waste,fresh,2.69,0.011,0.0267,0.64,47.1,21.12,7.22,119.6,65.4,hard,0.77,0.89,1.07,280.2,0.0,0.75,0.88,0.78,1.04,135,False,-30.802012945943,121.575115398761,propylitic_volcanics,propylitic_halo,waste,background,
363694.918068,6591471.589991,B_055_015,550.0,-300.0,200.0,185.0,RL185-200,waste,fresh,2.71,0.01,0.028,0.65,46.3,18.91,6.64,127.0,59.8,hard,0.82,0.75,1.11,282.6,0.0,0.75,0.87,0.77,1.09,130,False,-30.8020140949,121.575219900242,propylitic_volcanics,propylitic_halo,waste,background,
363704.918068,6591471.589991,B_056_015,560.0,-300.0,200.0,185.0,RL185-200,waste,fresh,2.74,0.01,0.0259,0.6,46.6,19.24,6.65,124.1,68.6,hard,0.7,0.78,1.02,285.0,0.0,0.75,0.84,0.77,1.04,130,False,-30.802015243773,121.575324401729,propylitic_volcanics,propylitic_halo,waste,background,
363714.918068,6591471.589991,B_057_015,570.0,-300.0,200.0,185.0,RL185-200,waste,fresh,2.69,0.008,0.02,0.49,44.5,20.55,6.59,129.1,62.6,hard,0.82,0.67,1.07,287.4,0.0,0.75,0.84,0.77,1.14,135,False,-30.802016392562,121.575428903221,propylitic_volcanics,propylitic_halo,waste,background,
363724.918068,6591471.589991,B_058_015,580.0,-300.0,200.0,185.0,RL185-200,waste,fresh,2.78,0.003,0.0076,0.22,42.2,22.15,8.1,146.7,59.7,hard,0.46,0.44,1.06,289.7,0.0,0.74,0.82,0.77,1.18,125,False,-30.802017541267,121.57553340472,late_mafic_dyke,barren_intrusive,late_barren_intrusion,intrusion_contact,
363734.918068,6591471.589991,B_059_015,590.0,-300.0,200.0,185.0,RL185-200,waste,fresh,2.76,0.003,0.0046,0.13,39.2,22.59,8.43,152.3,67.2,hard,0.59,0.43,0.69,292.0,0.0,0.74,0.78,0.77,1.18,120,False,-30.802018689887,121.575637906225,late_mafic_dyke,barren_intrusive,late_barren_intrusion,intrusion_contact,
363744.918068,6591471.589991,B_060_015,600.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.66,0.005,0.0135,0.32,47.4,19.91,6.64,129.4,58.3,hard,0.71,0.51,1.85,294.3,0.0,0.74,0.7,0.76,1.09,135,True,-30.802019838424,121.575742407735,propylitic_volcanics,propylitic_halo,waste,background,
363754.918068,6591471.589991,B_061_015,610.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.62,0.009,0.0206,0.48,53.0,18.74,6.66,103.1,53.7,medium,0.76,0.73,1.85,296.6,0.0,0.75,0.72,0.73,0.93,145,True,-30.802020986876,121.575846909252,propylitic_volcanics,propylitic_halo,waste,background,
363764.918068,6591471.589991,B_062_015,620.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.6,0.009,0.0212,0.49,52.6,18.73,5.45,94.5,57.1,medium,0.31,0.72,1.71,298.8,0.0,0.74,0.75,0.76,0.9,140,True,-30.802022135244,121.575951410775,propylitic_volcanics,propylitic_halo,waste,background,
363774.918068,6591471.589991,B_063_015,630.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.62,0.01,0.0223,0.53,54.6,17.54,5.95,102.0,45.9,medium,0.77,0.82,1.8,301.1,0.0,0.74,0.75,0.74,0.98,145,True,-30.802023283527,121.576055912303,propylitic_volcanics,propylitic_halo,waste,background,
363784.918068,6591471.589991,B_064_015,640.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.58,0.01,0.0202,0.51,50.7,18.79,6.09,93.1,47.9,medium,0.74,0.64,1.87,303.4,0.0,0.75,0.73,0.75,0.96,145,True,-30.802024431727,121.576160413838,propylitic_volcanics,propylitic_halo,waste,background,
363794.918068,6591471.589991,B_065_015,650.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.65,0.009,0.0212,0.53,51.3,18.04,7.23,101.0,64.2,medium,0.4,0.62,1.67,305.6,0.0,0.75,0.74,0.76,0.96,145,True,-30.802025579842,121.576264915379,propylitic_volcanics,propylitic_halo,waste,background,
363804.918068,6591471.589991,B_066_015,660.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.62,0.009,0.0204,0.47,50.6,18.6,5.77,93.0,58.4,medium,0.65,0.58,1.61,307.8,0.0,0.75,0.74,0.76,0.91,145,True,-30.802026727873,121.576369416925,propylitic_volcanics,propylitic_halo,waste,background,
363814.918068,6591471.589991,B_067_015,670.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.59,0.009,0.021,0.51,53.1,17.65,6.26,101.7,62.6,medium,0.55,0.75,1.8,310.1,0.0,0.74,0.74,0.76,0.93,140,True,-30.80202787582,121.576473918478,propylitic_volcanics,propylitic_halo,waste,background,
363824.918068,6591471.589991,B_068_015,680.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.6,0.009,0.0193,0.49,52.7,17.75,5.64,98.9,61.6,medium,0.48,0.74,1.77,312.3,0.0,0.74,0.72,0.77,0.94,145,True,-30.802029023682,121.576578420037,propylitic_volcanics,propylitic_halo,waste,background,
363834.918068,6591471.589991,B_069_015,690.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.62,0.009,0.02,0.48,53.3,18.22,5.88,97.6,58.1,medium,0.67,0.7,1.91,314.6,0.0,0.74,0.74,0.75,0.96,145,True,-30.80203017146,121.576682921601,propylitic_volcanics,propylitic_halo,waste,background,
363844.918068,6591471.589991,B_070_015,700.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.63,0.008,0.0191,0.45,51.9,18.21,5.05,97.7,53.7,medium,0.55,0.68,1.71,316.9,0.0,0.75,0.73,0.76,0.94,145,True,-30.802031319155,121.576787423172,propylitic_volcanics,propylitic_halo,waste,background,
363854.918068,6591471.589991,B_071_015,710.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.62,0.008,0.0183,0.45,52.7,17.39,5.83,96.6,51.5,medium,0.48,0.58,1.58,316.0,0.0,0.75,0.73,0.75,0.93,150,True,-30.802032466765,121.576891924749,propylitic_volcanics,propylitic_halo,waste,background,
363864.918068,6591471.589991,B_072_015,720.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.63,0.008,0.02,0.47,53.6,17.71,6.22,97.3,55.0,medium,0.45,0.57,1.95,311.7,0.0,0.75,0.72,0.77,0.92,140,True,-30.80203361429,121.576996426331,propylitic_volcanics,propylitic_halo,waste,background,
363874.918068,6591471.589991,B_073_015,730.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.59,0.008,0.0196,0.46,52.4,17.75,5.61,101.7,60.1,medium,0.45,0.62,1.72,307.2,0.0,0.75,0.76,0.77,0.97,145,True,-30.802034761732,121.57710092792,propylitic_volcanics,propylitic_halo,waste,background,
363884.918068,6591471.589991,B_074_015,740.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.61,0.008,0.0183,0.46,52.0,18.36,6.79,100.5,53.2,medium,1.17,0.4,1.62,302.7,0.0,0.74,0.74,0.75,0.98,145,True,-30.802035909089,121.577205429514,propylitic_volcanics,propylitic_halo,waste,background,
363894.918068,6591471.589991,B_075_015,750.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.64,0.007,0.0187,0.44,52.1,18.04,6.51,102.9,59.1,hard,0.49,0.5,1.63,298.0,0.0,0.75,0.74,0.76,0.94,150,True,-30.802037056362,121.577309931115,propylitic_volcanics,propylitic_halo,waste,background,
363904.918068,6591471.589991,B_076_015,760.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.61,0.008,0.0185,0.44,51.2,18.68,6.07,100.2,56.8,medium,0.75,0.52,1.6,293.3,0.0,0.75,0.72,0.75,0.94,150,True,-30.802038203551,121.577414432722,propylitic_volcanics,propylitic_halo,waste,background,
363914.918068,6591471.589991,B_077_015,770.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.63,0.007,0.0191,0.43,51.5,19.02,6.2,98.4,57.2,medium,0.82,0.43,1.83,288.5,0.0,0.74,0.75,0.74,0.95,145,True,-30.802039350656,121.577518934334,propylitic_volcanics,propylitic_halo,waste,background,
363924.918068,6591471.589991,B_078_015,780.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.62,0.007,0.0181,0.41,51.1,18.25,6.5,99.1,57.0,medium,0.84,0.52,2.05,283.5,0.0,0.74,0.75,0.74,0.93,145,True,-30.802040497676,121.577623435953,propylitic_volcanics,propylitic_halo,waste,background,
363934.918068,6591471.589991,B_079_015,790.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.61,0.007,0.0185,0.41,52.8,18.74,6.68,102.7,53.5,medium,0.96,0.62,1.94,278.5,0.0,0.75,0.75,0.75,0.94,140,True,-30.802041644612,121.577727937577,propylitic_volcanics,propylitic_halo,waste,background,
363944.918068,6591471.589991,B_080_015,800.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.58,0.007,0.0187,0.41,53.5,18.84,5.94,94.3,53.2,medium,0.88,0.63,1.75,273.4,0.0,0.75,0.74,0.76,0.92,145,True,-30.802042791464,121.577832439208,propylitic_volcanics,propylitic_halo,waste,background,
363954.918068,6591471.589991,B_081_015,810.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.6,0.007,0.0196,0.41,52.9,18.8,6.44,89.6,50.1,medium,0.71,0.45,1.96,268.2,0.0,0.74,0.72,0.75,0.92,150,True,-30.802043938232,121.577936940845,propylitic_volcanics,propylitic_halo,waste,background,
363964.918068,6591471.589991,B_082_015,820.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.62,0.007,0.0202,0.42,51.4,18.58,6.66,95.5,60.0,medium,0.81,0.46,2.23,262.8,0.0,0.74,0.75,0.74,0.94,145,True,-30.802045084916,121.578041442487,propylitic_volcanics,propylitic_halo,waste,background,
363974.918068,6591471.589991,B_083_015,830.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.61,0.007,0.0208,0.43,51.8,18.26,5.88,98.7,42.5,medium,0.35,0.56,1.99,257.4,0.0,0.75,0.75,0.77,0.93,140,True,-30.802046231515,121.578145944136,propylitic_volcanics,propylitic_halo,waste,background,
363984.918068,6591471.589991,B_084_015,840.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.65,0.006,0.0196,0.41,49.5,19.0,6.0,88.9,57.6,medium,0.64,0.44,2.19,251.9,0.0,0.73,0.74,0.75,0.92,155,True,-30.80204737803,121.57825044579,propylitic_volcanics,propylitic_halo,waste,background,
363994.918068,6591471.589991,B_085_015,850.0,-300.0,200.0,185.0,RL185-200,waste,transition,2.6,0.007,0.0189,0.41,51.7,19.49,6.6,103.6,50.1,medium,0.55,0.41,2.23,246.3,0.0,0.75,0.75,0.75,0.95,140,True,-30.802048524461,121.578354947451,propylitic_volcanics,propylitic_halo,waste,background,
363214.918068,6591481.589991,B_007_016,70.0,-290.0,200.0,185.0,RL185-200,waste,transition,2.58,0.005,0.0189,0.5,51.7,17.86,6.39,87.6,53.2,medium,0.65,0.25,2.73,106.5,0.0,0.74,0.74,0.72,0.97,150,True,-30.801868643136,121.570205171601,propylitic_volcanics,propylitic_halo,waste,background,
363224.918068,6591481.589991,B_008_016,80.0,-290.0,200.0,185.0,RL185-200,waste,transition,2.62,0.005,0.0183,0.51,51.2,18.77,6.58,94.9,57.3,medium,0.88,0.59,2.51,107.7,0.0,0.74,0.75,0.74,0.93,145,True,-30.801869796048,121.570309672702,propylitic_volcanics,propylitic_halo,waste,background,
363234.918068,6591481.589991,B_009_016,90.0,-290.0,200.0,185.0,RL185-200,waste,transition,2.61,0.006,0.0198,0.54,52.2,18.21,6.27,89.7,48.9,medium,1.02,0.42,2.78,97.8,0.0,0.73,0.73,0.72,0.91,155,True,-30.801870948875,121.570414173809,propylitic_volcanics,propylitic_halo,waste,background,
363244.918068,6591481.589991,B_010_016,100.0,-290.0,200.0,185.0,RL185-200,waste,transition,2.63,0.006,0.0204,0.54,52.1,18.01,6.21,81.0,49.2,medium,0.38,0.71,2.59,87.9,0.0,0.75,0.75,0.74,0.89,155,True,-30.801872101617,121.570518674921,propylitic_volcanics,propylitic_halo,waste,background,
363254.918068,6591481.589991,B_011_016,110.0,-290.0,200.0,185.0,RL185-200,waste,transition,2.65,0.006,0.0216,0.57,50.0,18.14,6.47,87.4,65.7,medium,0.54,0.41,2.6,78.0,0.0,0.73,0.74,0.74,0.9,150,True,-30.801873254276,121.57062317604,propylitic_volcanics,propylitic_halo,waste,background,
363264.918068,6591481.589991,B_012_016,120.0,-290.0,200.0,185.0,RL185-200,waste,transition,2.62,0.007,0.0227,0.58,50.7,18.14,6.54,102.3,54.7,hard,0.75,0.59,2.49,68.1,0.0,0.74,0.73,0.75,0.99,140,True,-30.80187440685,121.570727677165,propylitic_volcanics,propylitic_halo,waste,background,
363274.918068,6591481.589991,B_013_016,130.0,-290.0,200.0,185.0,RL185-200,waste,transition,2.6,0.007,0.0235,0.62,52.4,18.51,6.84,93.3,57.4,medium,0.57,0.52,2.59,58.2,0.0,0.74,0.74,0.75,0.88,145,True,-30.80187555934,121.570832178295,propylitic_volcanics,propylitic_halo,waste,background,
363284.918068,6591481.589991,B_014_016,140.0,-290.0,200.0,185.0,RL185-200,waste,transition,2.61,0.008,0.0256,0.68,51.7,18.58,6.54,103.6,52.4,medium,0.42,0.57,2.58,48.2,0.0,0.75,0.73,0.76,1.02,145,True,-30.801876711746,121.570936679432,propylitic_volcanics,propylitic_halo,waste,background,
363294.918068,6591481.589991,B_015_016,150.0,-290.0,200.0,185.0,RL185-200,waste,transition,2.57,0.008,0.0287,0.7,53.1,18.44,5.58,96.1,57.0,medium,0.2,0.52,2.68,38.3,0.0,0.75,0.75,0.77,0.93,150,True,-30.801877864068,121.571041180575,propylitic_volcanics,propylitic_halo,waste,background,
363304.918068,6591481.589991,B_016_016,160.0,-290.0,200.0,185.0,RL185-200,waste,transition,2.64,0.009,0.0306,0.72,50.3,18.22,6.57,94.1,51.5,medium,0.81,0.65,2.97,28.4,0.0,0.74,0.72,0.73,0.9,150,True,-30.801879016305,121.571145681723,propylitic_volcanics,propylitic_halo,waste,cross_fault,
363314.918068,6591481.589991,B_017_016,170.0,-290.0,200.0,185.0,RL185-200,waste,transition,2.52,0.009,0.0304,0.74,58.4,17.8,5.53,92.1,47.0,medium,0.57,0.46,3.4,18.5,0.0,0.7,0.72,0.73,0.86,150,True,-30.801880168459,121.571250182878,propylitic_volcanics,propylitic_halo,waste,cross_fault,
363324.918068,6591481.589991,B_018_016,180.0,-290.0,200.0,185.0,RL185-200,waste,transition,2.57,0.009,0.0289,0.69,55.9,16.47,4.72,52.8,23.8,soft,0.47,0.76,4.4,8.6,0.0,0.69,0.7,0.68,0.66,165,True,-30.801881320528,121.571354684039,propylitic_volcanics,propylitic_halo,waste,cross_fault,
363334.918068,6591481.589991,B_019_016,190.0,-290.0,200.0,185.0,RL185-200,waste,transition,2.53,0.008,0.0289,0.68,58.4,15.42,4.94,47.1,21.0,soft,0.3,0.85,4.93,1.3,0.0,0.69,0.69,0.67,0.66,175,True,-30.801882472513,121.571459185206,propylitic_volcanics,propylitic_halo,waste,cross_fault,
363344.918068,6591481.589991,B_020_016,200.0,-290.0,200.0,185.0,RL185-200,waste,transition,2.56,0.009,0.0304,0.7,55.2,17.24,4.91,52.0,34.9,soft,0.31,0.75,4.42,11.3,0.0,0.71,0.71,0.7,0.68,165,True,-30.801883624413,121.571563686379,propylitic_volcanics,propylitic_halo,waste,cross_fault,
363354.918068,6591481.589991,B_021_016,210.0,-290.0,200.0,185.0,RL185-200,waste,transition,2.61,0.009,0.03,0.71,52.7,17.58,6.62,74.7,39.5,medium,0.51,0.69,3.59,21.2,0.0,0.72,0.71,0.71,0.81,160,True,-30.80188477623,121.571668187557,propylitic_volcanics,propylitic_halo,waste,cross_fault,
363364.918068,6591481.589991,B_022_016,220.0,-290.0,200.0,185.0,RL185-200,waste,transition,2.64,0.01,0.0302,0.72,53.6,19.11,6.25,111.4,54.4,hard,0.99,0.61,3.3,31.1,0.0,0.73,0.72,0.71,1.0,140,True,-30.801885927962,121.571772688742,propylitic_volcanics,propylitic_halo,waste,cross_fault,
363374.918068,6591481.589991,B_023_016,230.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.7,0.01,0.0314,0.72,48.3,19.34,6.38,103.8,56.4,hard,0.6,0.49,2.27,41.0,0.0,0.74,0.87,0.75,0.93,145,False,-30.80188707961,121.571877189933,propylitic_volcanics,propylitic_halo,waste,background,
363384.918068,6591481.589991,B_024_016,240.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.66,0.01,0.0306,0.72,46.7,18.81,6.73,112.0,61.4,hard,0.52,0.7,2.2,50.9,0.0,0.74,0.87,0.74,1.02,140,False,-30.801888231174,121.57198169113,propylitic_volcanics,propylitic_halo,waste,background,
363394.918068,6591481.589991,B_025_016,250.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.7,0.009,0.0302,0.7,47.7,17.94,7.42,119.8,59.3,hard,0.57,0.62,2.42,60.8,0.0,0.73,0.88,0.75,1.07,130,False,-30.801889382653,121.572086192333,propylitic_volcanics,propylitic_halo,waste,background,
363404.918068,6591481.589991,B_026_016,260.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.69,0.009,0.0296,0.7,46.6,19.4,6.19,117.0,56.4,hard,0.7,0.6,2.08,70.8,0.0,0.74,0.86,0.75,1.03,140,False,-30.801890534049,121.572190693542,propylitic_volcanics,propylitic_halo,waste,background,
363414.918068,6591481.589991,B_027_016,270.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.67,0.009,0.0282,0.67,45.0,19.1,6.11,120.2,52.8,medium,0.96,0.68,2.14,80.7,0.0,0.75,0.85,0.74,1.1,130,False,-30.80189168536,121.572295194757,propylitic_volcanics,propylitic_halo,waste,background,
363424.918068,6591481.589991,B_028_016,280.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.76,0.007,0.021,0.5,45.6,19.57,7.04,127.1,63.1,hard,0.41,0.57,2.23,90.6,0.0,0.73,0.83,0.75,1.07,130,False,-30.801892836587,121.572399695978,propylitic_volcanics,propylitic_halo,waste,background,
363434.918068,6591481.589991,B_029_016,290.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.8,0.003,0.0071,0.22,39.4,21.4,7.42,145.7,56.9,hard,0.27,0.47,2.03,100.5,0.0,0.73,0.83,0.75,1.18,115,False,-30.801893987729,121.572504197205,late_mafic_dyke,barren_intrusive,late_barren_intrusion,intrusion_contact,
363444.918068,6591481.589991,B_030_016,300.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.78,0.003,0.012,0.3,42.3,20.94,6.78,147.9,63.3,hard,0.6,0.49,2.47,110.4,0.0,0.73,0.82,0.74,1.18,120,False,-30.801895138788,121.572608698438,late_mafic_dyke,barren_intrusive,waste,background,
363454.918068,6591481.589991,B_031_016,310.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.71,0.008,0.0241,0.6,47.4,18.76,6.9,125.0,60.3,hard,0.49,0.53,2.37,120.3,0.0,0.75,0.86,0.75,1.08,130,False,-30.801896289762,121.572713199677,propylitic_volcanics,propylitic_halo,waste,background,
363464.918068,6591481.589991,B_032_016,320.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.7,0.009,0.0288,0.71,47.4,19.99,6.13,108.8,69.3,hard,0.49,0.68,2.29,130.3,0.0,0.74,0.86,0.75,0.99,140,False,-30.801897440652,121.572817700922,propylitic_volcanics,propylitic_halo,waste,background,
363474.918068,6591481.589991,B_033_016,330.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.76,0.01,0.0288,0.71,47.1,18.16,6.34,115.9,59.3,hard,0.96,0.76,2.14,140.2,0.0,0.74,0.88,0.75,1.0,140,False,-30.801898591458,121.572922202173,propylitic_volcanics,propylitic_halo,waste,background,
363484.918068,6591481.589991,B_034_016,340.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.68,0.01,0.0294,0.7,45.8,18.6,6.16,112.0,66.7,hard,0.64,0.58,2.37,150.1,0.0,0.75,0.87,0.74,0.99,145,False,-30.80189974218,121.57302670343,propylitic_volcanics,propylitic_halo,waste,background,
363494.918068,6591481.589991,B_035_016,350.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.69,0.01,0.0296,0.74,46.6,19.91,6.74,123.5,56.4,hard,0.81,0.66,2.26,160.0,0.0,0.74,0.87,0.73,1.04,130,False,-30.801900892817,121.573131204693,propylitic_volcanics,propylitic_halo,waste,background,
363504.918068,6591481.589991,B_036_016,360.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.72,0.01,0.03,0.72,46.3,19.56,7.27,115.9,57.8,hard,0.5,0.58,2.05,169.9,0.0,0.75,0.87,0.75,0.98,135,False,-30.801902043371,121.573235705962,propylitic_volcanics,propylitic_halo,waste,background,
363514.918068,6591481.589991,B_037_016,370.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.65,0.01,0.0304,0.73,46.6,19.35,6.42,116.0,59.3,hard,0.99,0.57,2.14,179.8,0.0,0.75,0.86,0.74,1.03,135,False,-30.80190319384,121.573340207237,propylitic_volcanics,propylitic_halo,waste,background,
363524.918068,6591481.589991,B_038_016,380.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.7,0.011,0.0308,0.78,46.8,20.45,7.04,117.8,59.0,hard,0.4,0.64,2.08,189.8,0.0,0.75,0.87,0.75,1.05,140,False,-30.801904344225,121.573444708518,propylitic_volcanics,propylitic_halo,waste,background,
363534.918068,6591481.589991,B_039_016,390.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.67,0.011,0.0316,0.8,47.1,18.97,6.73,107.2,60.8,hard,0.66,0.71,2.18,199.7,0.0,0.74,0.87,0.75,1.03,145,False,-30.801905494525,121.573549209805,propylitic_volcanics,propylitic_halo,waste,background,
363544.918068,6591481.589991,B_040_016,400.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.69,0.01,0.0318,0.77,49.2,19.27,6.47,115.5,58.8,hard,0.78,0.82,2.06,209.6,0.0,0.73,0.87,0.74,1.0,140,False,-30.801906644742,121.573653711098,propylitic_volcanics,propylitic_halo,waste,background,
363554.918068,6591481.589991,B_041_016,410.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.67,0.012,0.0312,0.77,47.5,19.52,7.1,116.0,56.0,hard,0.33,0.83,2.07,219.5,0.0,0.75,0.88,0.76,1.03,140,False,-30.801907794874,121.573758212397,propylitic_volcanics,propylitic_halo,waste,background,
363564.918068,6591481.589991,B_042_016,420.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.69,0.011,0.0321,0.79,47.2,18.96,6.93,111.3,65.7,hard,0.88,0.74,2.17,229.4,0.0,0.74,0.88,0.75,1.02,145,False,-30.801908944922,121.573862713702,propylitic_volcanics,propylitic_halo,waste,background,
363574.918068,6591481.589991,B_043_016,430.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.72,0.012,0.0318,0.8,47.7,19.85,6.57,111.2,64.8,hard,0.7,0.57,1.79,239.3,0.0,0.75,0.87,0.74,1.02,145,False,-30.801910094886,121.573967215013,propylitic_volcanics,propylitic_halo,waste,background,
363584.918068,6591481.589991,B_044_016,440.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.71,0.012,0.0318,0.79,47.2,18.61,6.53,125.8,61.5,hard,0.76,0.81,2.08,244.4,0.0,0.74,0.88,0.72,1.07,140,False,-30.801911244765,121.57407171633,propylitic_volcanics,propylitic_halo,waste,background,
363594.918068,6591481.589991,B_045_016,450.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.72,0.012,0.0321,0.8,48.4,19.71,6.64,111.6,68.0,hard,0.9,0.88,1.56,247.3,0.0,0.74,0.87,0.76,0.98,140,False,-30.80191239456,121.574176217653,propylitic_volcanics,propylitic_halo,waste,background,
363604.918068,6591481.589991,B_046_016,460.0,-290.0,200.0,185.0,RL185-200,waste,fresh,2.68,0.012,0.0318,0.8,47.8,19.7,6.87,110.5,63.5,hard,0.57,0.79,1.31,250.1,0.0,0.75,0.87,0.77,1.01,135,False,-30.801913544272,121.574280718982,propylitic_volcanics,propylitic_halo,waste,background,
