Date,Leach_Feed_Throughput_M3Hr,Leach_Feed_Throughput_M3Day,Percentsolids,Leach_Feed_Grade_Au_Gt_Ds,Leach_Feed_Grade_Au_Gt_Ns,Au_Grade,Leach_Feed_Grade_Ag_Gt_Ds,Leach_Feed_Grade_Ag_Gt_Ns,Leach_Feed_Grade_Ag_Gt_Day,Cn_Added_Free_Cn_Ppm_Leach_Tank_1,Cn_Added_Free_Cn_Ppm_Leach_Tank_2,Daily_Nacn_Consumption_Kgt,Mtd_Nacn_Consumption_Kgt,Nacn_Used_T,Au_Feed_g,CN_Tailings_Concentration,Au_Tailings_g,Leach_Feed_Gt_150um_Day,Leach_Feed_Gt_75um_Day,Leach_Feed_Lt_75um_Day,Cyanide_Profile_Ppm_Leach_Tank_1,Cyanide_Profile_Ppm_Leach_Tank_2,Cyanide_Profile_Ppm_Cil_Tank_01,Cyanide_Profile_Ppm_Cil_Tank_02,Cyanide_Profile_Ppm_Cil_Tank_03,Cyanide_Profile_Ppm_Cil_Tank_04,Cyanide_Profile_Ppm_Cil_Tank_05,Cyanide_Profile_Ppm_Cil_Tank_06,Cyanide_Profile_Ppm_Cil_Tank_07,Cyanide_Profile_Ppm_Cil_Tank_08,Cyanide_Profile_Ppm_Cil_Tank_09,Dissolved_Oxygen_Profile_Ppm_Leach_Tank_01,Dissolved_Oxygen_Profile_Ppm_Leach_Tank_02,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_01,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_02,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_03,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_04,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_05,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_06,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_07,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_08,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_09,Carbon_Concentration_Profile_Gl_Cil_Tank_01,Carbon_Concentration_Profile_Gl_Cil_Tank_02,Carbon_Concentration_Profile_Gl_Cil_Tank_03,Carbon_Concentration_Profile_Gl_Cil_Tank_04,Carbon_Concentration_Profile_Gl_Cil_Tank_05,Carbon_Concentration_Profile_Gl_Cil_Tank_06,Carbon_Concentration_Profile_Gl_Cil_Tank_07,Carbon_Concentration_Profile_Gl_Cil_Tank_08,Carbon_Concentration_Profile_Gl_Cil_Tank_09,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_01,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_02,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_03,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_04,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_05,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_06,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_07,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_08,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_09,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_01,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_02,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_03,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_04,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_05,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_06,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_07,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_08,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_09,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Leach_Tank_01,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Leach_Tank_02,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_01,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_02,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_03,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_04,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_05,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_06,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_07,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_08,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_09,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Leach_Tank_01,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Leach_Tank_02,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_01,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_02,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_03,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_04,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_05,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_06,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_07,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_08,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Leach_Tank_01,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Leach_Tank_02,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_01,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_02,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_03,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_04,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_05,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_06,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_07,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_08,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_09,Leach_Feed_Dry_t,Ph_Leach_Tank_01,Ph_Leach_Tank_02,Ph_Cil_Tank_01,Ph_Cil_Tank_02,Ph_Cil_Tank_03,Ph_Cil_Tank_04,Ph_Cil_Tank_05,Ph_Cil_Tank_06,Ph_Cil_Tank_07,Ph_Cil_Tank_08,Ph_Cil_Tank_09,Dissolved_Au_Metal_Profile_G_Leach_Tank_01,Dissolved_Au_Metal_Profile_G_Leach_Tank_02,Dissolved_Au_Metal_Profile_G_Cil_Tank_01,Dissolved_Au_Metal_Profile_G_Cil_Tank_02,Dissolved_Au_Metal_Profile_G_Cil_Tank_03,Dissolved_Au_Metal_Profile_G_Cil_Tank_04,Dissolved_Au_Metal_Profile_G_Cil_Tank_05,Dissolved_Au_Metal_Profile_G_Cil_Tank_06,Dissolved_Au_Metal_Profile_G_Cil_Tank_07,Dissolved_Au_Metal_Profile_G_Cil_Tank_08,Dissolved_Au_Metal_Profile_G_Cil_Tank_09,Au_on_Carbon_g,Undissolved_Au_g,Total_Au_Grams,Residence_Time,Tonnes_Processed,Leach_Cn_Adds_To_Tank_1,Leach_Cn_Adds_To_Tank_2,CN_Concentration_PL_01,Solids_Fraction,Liquid_Fraction,Slurry_Mass_Kg,Solution_Mass_Kg,NaCN_Used_Kg,CN_Kg_T,Dissolved_Oxygen_Profile_Ppm_Leach_Tank_01_Imputed,Dissolved_Oxygen_PL_01,Leach_Feed_Grade_Au_Gt,Fines_Fraction,Grade_x_Fines,Particle_Size,Au_Recovery_g,Au_Recovery_pct,Total_Au_in_Solution_g,Au_Residual_g,Au_Accounted_g,Au_Unaccounted_g,Au_Inventory_g
2024-11-29,140.18451662684188,3364.428399044205,50.375,2.44,2.38,2.4183734491315136,5.29,4.9,5.095000000000001,500.0,440.0,0.0,0.6137732233191421,0.0,6002.620554354839,0.0,657.75385,9.37966153846154,16.198276923076925,74.42206153846153,500.0,440,430,450,415,405,420,390.0,380,380,355,7.79,8.13,8.05,8.05,8.0,8.15,8.08,8.02,7.93,7.23,7.82,10.125,9.0,10.125,11.8125,11.25,11.4375,13.6875,18.5625,31.75,751.5,315.0,276.5,167.0,130.5,107.0,100.5,77.0,67.0,1568.0,613.0,585.5,412.5,332.0,249.0,232.0,189.0,162.0,0.849,0.916,0.699,0.3,0.188,0.054,0.024,0.005,0.001,0.001,0.001,1.729,1.914,2.17,1.607,1.42,1.189,0.938,0.751,0.666,0.418,398.3822632042852,398.3822632042852,103.46872669333516,88.41873008339549,82.77498135466811,82.77498135466811,80.89373177842566,80.89373177842566,79.01248220218321,62.08123601600109,54.55623771103126,2473.495936762041,11.575,11.465,11.39,11.555,11.57,11.555,11.615,11.63,11.595,11.57,11.53,617.0202047596449,665.7132008949761,129.54153874838974,55.59722693063937,34.84092887653401,10.007500847515086,4.44777815445115,0.9266204488439896,0.1853240897687979,0.1853240897687979,0.1853240897687979,3807.70950482776,1511.6393653807045,5824.27171875,30.317185537066862,4576.04317625,True,False,500.0,0.50375,0.4962499999999999,4910165.631289411,2436669.6945273704,1218.334847263685,0.4925558312655088,7.79,16.09860465116279,2.4183734491315136,0.7442206153846154,1.79980337654247,71.8485,5344.866704354839,89.04222174225545,1518.6509719303006,-4483.969582424539,7495.753692138765,-1493.1331377839251,-2307.5647604942387
2024-11-30,170.24531887841795,3345.320515960913,51.16666666666666,3.25,2.426,2.838954397394137,5.53,4.894,5.212,375.0,440.0,0.0,0.5928886140922028,0.0,7168.963982915961,310.0,643.9292640000001,8.56330071509221,13.5623296951449,77.87436958976288,375.0,440,405,420,400,405,405,395.0,385,390,385,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.375,10.6875,9.25,12.5,10.9375,12.75,16.25,21.375,21.3125,683.0,429.0,280.0,182.0,118.0,88.0,79.5,65.0,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.684,1.57,0.605,0.425,0.147,0.015,0.001,0.001,0.001,0.001,0.001,3.341,3.399,2.225,2.499,1.664,1.141,0.953,0.692,0.543,0.37,437.81258537473815,460.4580639286039,86.61895546853657,80.84435843730078,78.9194927602222,71.22003005190784,67.37029869775066,63.52056734359349,57.745970312357706,55.82110463527911,51.97137328112194,2524.363876002428,11.6,11.585,11.565,11.57,11.54,11.66,11.535,11.625,11.565,11.525,11.59,1213.1977051270378,1131.069119388034,111.14375056916492,78.07618841635552,27.00517575812768,2.755630179400783,0.1837086786267188,0.1837086786267188,0.1837086786267188,0.1837086786267188,0.1837086786267188,3958.675025188129,1512.3028002914125,6040.33640625,24.96397567932644,4621.560292800001,False,True,440.0,0.5116666666666666,0.4883333333333334,4933610.181112238,2409246.30510981,1060.0683742483163,0.4199348534201955,7.79,16.163023255813954,2.838954397394137,0.7787436958976289,2.2108178399115364,69.18058195333083,6525.034718915961,91.01781979189016,2564.166112831254,-4604.797870084707,8679.073202310796,-1510.1092193948343,-1396.702493253453
2024-12-01,132.26658458852236,2869.0826640326973,50.04545454545455,2.98,2.626,2.803998183469573,6.34,5.134,5.737,455.0,455.0,0.0,0.0,0.0,5878.3968473640325,134.0,582.8086242,5.697199265381084,13.519274563820018,80.7835261707989,455.0,455,455,420,420,435,375,380.0,375,380,380,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.125,12.8125,12.9375,12.1875,13.25,14.4375,12.5625,16.6875,19.125,611.0,311.0,246.5,141.0,99.0,92.0,91.5,83.0,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.752,2.598,0.839,0.835,0.534,0.328,0.17,0.048,0.008,0.001,0.001,3.672,3.256,1.633,1.63,1.434,0.952,0.548,0.402,0.296,0.225,548.0237445616106,467.6469286925744,83.8476329179264,80.12107145490745,76.3945099918885,72.66794852886956,70.80466779736008,68.9413870658506,65.21482560283165,65.21482560283165,55.89842194528427,2095.6875993510307,11.25,11.525,11.48,11.54,11.525,11.61,11.555,11.61,11.510000000000002,11.595,11.6,2007.2289654155295,1894.9058329031784,156.0452765282796,155.30131811813283,99.31844775459037,61.00458963203304,31.618232431236635,8.927500921760933,1.4879168202934887,0.1859896025366861,0.1859896025366861,877.493009350304,1654.7759641619357,6009.919687500001,32.13207639118853,3876.78274335,False,True,455.0,0.5004545454545455,0.4995454545454545,4187568.3184125954,2091880.719061565,951.805727173012,0.4541734786557674,8.34,16.191627906976745,2.803998183469573,0.8078352617079889,2.265168606371868,65.57104568411387,5295.588223164033,90.08558558850378,4416.21005973011,-1462.186787633923,7531.287657442348,-1652.8908100783156,3536.831896296186
2024-12-02,141.07252109053496,3385.740506172839,50.625,2.43,2.63,2.5348765432098768,6.73,7.11,6.92,490.0,525.0,1.9872742903542877,1.0840242596824343,5.0,6377.772196604939,163.0,704.48252,7.251772588055131,16.64796324655436,76.10026416539051,490.0,525,535,560,540,500,480,460.0,490,460,470,8.34,8.59,8.61,8.58,8.57,8.49,8.46,8.5,8.51,8.52,8.5,13.375,14.625,12.75,12.625,15.375,21.375,17.875,16.5,23.375,753.5,503.5,312.5,233.0,156.5,126.0,105.5,85.5,75.5,1582.0,984.5,784.0,539.0,254.5,355.0,288.5,270.5,220.0,1.95,1.779,1.004,0.699,0.623,0.622,0.253,0.132,0.007,0.004,0.003,2.754,2.66,2.27,1.844,1.467,1.523,1.063,0.726,0.51,0.407,483.0275229357798,431.0091743119266,117.48715596330275,90.95779816513762,81.48302752293579,77.69311926605505,73.90321100917431,68.21834862385322,66.32339449541284,62.53348623853211,51.16376146788991,2511.168753780592,12.1,12.2,12.11,12.105,11.985,11.96,11.93,11.93,11.91,11.875,11.77,1413.302752293578,1289.3669724770643,185.55577981651376,129.18674311926603,115.1406880733945,114.95587155963302,46.75857798165138,24.39577981651376,1.293715596330275,0.7392660550458716,0.5544495412844037,2341.1249226111595,1603.7999999999995,8804.7834375,30.126348966802063,4627.884054375,False,True,525.0,0.50625,0.49375,4960333.340801169,2449164.5870205774,1285.8114081858032,0.5120370370370371,8.34,16.273720930232557,2.5348765432098768,0.7610026416539051,1.9290477456492356,69.46969276416539,5673.28967660494,88.95409716303422,3321.250596330276,-3056.521600274664,7970.658038941434,-1592.8858423364943,969.2115160556118
2024-12-03,127.30890251572328,3055.413660377359,55.208333333333336,2.99,2.626,2.808811320754717,7.03,5.134,6.082000000000001,720.0,745.0,1.933766187556756,1.3892611143910794,5.0,7262.541197660377,216.0,692.9483040000001,9.01,15.31,75.68,720.0,745,745,755,680,670,675,610.0,605,620,530,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,10.6875,11.5,12.875,14.0625,15.0,19.625,19.375,30.75,766.5,501.0,261.0,161.0,115.5,89.5,91.0,78.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.598,1.437,0.877,0.87,0.581,0.381,0.093,0.001,0.001,0.001,0.001,3.054,2.754,2.424,2.132,1.382,1.069,0.919,0.522,0.29,0.148,575.4464813719693,541.5966883500887,99.2645180366647,92.79074512123005,88.47489651094027,84.1590479006505,79.84319929036073,77.68527498521584,73.36942637492609,71.2115020697812,64.73772915434654,2584.8811453982416,12.025,12.18,12.31,12.86,12.33,12.455,12.44,12.295,12.329999999999998,12.44,12.46,1097.1484328799525,986.6096984033114,153.5424216439976,152.316883500887,101.71966587817856,66.70429036073328,16.28214961561206,0.1750768775872264,0.1750768775872264,0.1750768775872264,0.1750768775872264,3992.67142724025,1848.5795091661732,6928.389843749999,33.38336845276868,4554.475987500002,False,True,745.0,0.5520833333333334,0.4479166666666666,4682048.867136437,2097167.721738196,1562.389952694956,0.6044339622641509,10.705,16.290232558139536,2.808811320754717,0.7567999999999999,2.1257084075471697,70.83124999999998,6569.592893660377,90.45859727138988,2575.023849793022,-4687.517347867355,9109.223090199446,-1846.681892539069,-1419.5451940743333
2024-12-04,148.61910379443512,3566.858491066443,49.75,2.51,2.566,2.539010050251256,5.36,5.134,5.247,775.0,775.0,0.0,1.022289656082745,0.0,6560.529026268843,291.0,749.328825,6.886853932584271,15.65398876404494,77.45915730337079,775.0,775,820,770,775,815,770,655.0,695,680,640,13.07,10.35,10.01,9.81,9.75,9.48,9.49,9.48,9.48,9.46,9.23,11.0625,7.125,8.875,11.5,13.0625,13.125,19.8125,22.375,34.5,797.0,569.5,277.5,206.5,165.0,147.0,86.5,91.5,83.5,1669.0,1221.0,445.5,475.0,362.0,351.0,199.0,205.0,184.5,1.754,1.451,0.807,0.659,0.335,0.214,0.0058,0.039,0.014,0.001,0.001,3.199,2.836,2.561,2.248,1.547,1.438,1.054,1.073,0.706,0.516,507.0918160981529,507.0918160981529,103.4467304840232,86.82136308480517,75.73778481865983,70.19599568558716,68.34873264122962,64.6542065525145,60.95968046379939,53.57062828636915,53.57062828636915,2582.864594943624,11.135,11.335,11.805,12.025,12.04,12.125,12.14,12.24,12.24,12.255,12.295,1283.3973304570582,1061.6930025616828,150.57236011864634,122.9580982877174,62.50525482000808,39.92872994472158,1.0821805312120802,7.276731158150195,2.6121599029257108,0.1865828502089793,0.1865828502089793,3076.489418983808,1651.489382499663,7251.841406250001,28.596592843666016,4791.182668125,False,True,775.0,0.4975,0.5025,5191687.628027384,2608823.03308376,2021.837850639914,0.7827889447236179,13.07,16.320697674418604,2.539010050251256,0.7745915730337078,1.9666957887725136,68.39231039325843,5811.200201268843,88.57822559736216,2732.399013482541,-3828.1300127863024,8209.706639966013,-1649.1776136971694,-346.4021743037615
2024-12-05,164.3531617383558,947.7698993578516,47.583333333333336,2.48,2.29,2.3866523642732047,5.61,5.44,5.525,500.0,520.0,0.0,0.9591542070776716,0.0,1536.7387268490368,239.0,180.28886400000005,5.25,13.65,81.1,500.0,520,490,440,520,490,500,480.0,480,520,550,13.41,10.4,9.14,8.58,8.21,7.99,8.5,8.66,8.79,8.2,7.55,11.6,7.8,8.3,13.8,11.0,11.6,13.6,19.8,33.0,748.5,458.5,337.5,219.0,171.5,126.5,107.5,90.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.049,1.157,0.523,0.403,0.17,0.079,0.063,0.036,0.004,0.001,0.001,1.9,2.21,1.762,1.59,1.062,0.557,0.511,0.433,0.235,0.089,441.5921209183449,414.4172211695236,79.69039351341823,74.49319393645617,69.29599435949412,60.63399506455735,55.43679548759529,50.23959591063323,48.50719605164589,46.77479619265853,45.04239633367118,643.443012894612,11.93,11.7,11.68,11.82,11.6,11.51,11.36,11.55,11.35,11.48,11.77,785.0512052174679,865.8763054686467,99.80777310183755,76.90732803067026,32.44229718415371,15.076126338518486,12.022733662362842,6.870133521350195,0.7633481690389107,0.1908370422597276,0.1908370422597276,-539.6881803890573,1386.123698937998,6949.83375,25.858948833402085,1217.6473782,False,True,520.0,0.4758333333333333,0.5241666666666667,1352244.510461531,708801.4975669193,368.5767787347981,0.5728196147110333,13.41,16.359767441860466,2.3866523642732047,0.8109999999999999,1.935575067425569,65.09374999999999,1356.449862849037,88.26808611964452,1895.198924778566,358.4601979295292,2921.923307327507,-1385.18458047847,2433.9479867080954
2024-12-06,128.15419157320028,2528.9093803778187,52.095238095238095,2.49,2.52,2.5059195612431444,5.48,4.88,5.18,625.0,655.0,2.550371364675153,1.211010409764748,5.0,4912.852292713712,154.0,548.9396640000001,8.593769455252916,13.818827821011674,77.58740272373541,625.0,655,630,580,610,625,605,645.0,640,585,530,13.16,10.69,10.24,10.06,10.0,9.22,9.27,9.25,9.28,9.24,9.16,9.9375,8.875,10.625,14.875,7.625,5.25,6.9375,11.1875,22.75,714.5,408.5,231.5,171.0,138.0,108.5,90.0,80.5,73.5,1366.0,831.5,492.0,371.5,291.0,252.0,208.0,204.0,176.5,2.154,1.72,1.293,1.064,0.857,0.715,0.377,0.24,0.089,0.001,0.001,3.499,2.58,2.258,1.939,1.467,1.045,0.612,0.452,0.24,0.215,534.9120781061363,581.4261718544959,96.865600230959,85.0045063251273,79.07395937221145,77.09711038790616,69.189714450685,63.25916749776915,59.30546952915857,53.37492257624272,49.42122460763215,1959.7793839654264,11.98,12.16,12.07,12.185,12.105,12.0,12.01,12.015,11.989999999999998,11.995,11.91,1535.534827568107,1226.1466589680333,235.04589864049132,193.4175066925621,155.78834890556928,129.97511023043413,68.53233084877435,43.62800902839746,16.178720014697394,0.1817833709516561,0.1817833709516561,757.7002888507116,1748.9299249383237,5239.755937500001,33.16317591978602,3557.091679885715,False,True,655.0,0.520952380952381,0.479047619047619,3761916.5505734873,1802137.1666080607,1180.3998441282802,0.6023126142595979,13.16,16.367906976744187,2.5059195612431444,0.7758740272373542,1.9442779019145824,69.37897920719846,4363.912628713712,88.82645698886293,3604.61097763897,-1308.241315074742,6660.180855428006,-1747.328562714294,2845.309326564228
2024-12-07,133.2834707840819,3198.803298817966,52.875,2.45,2.43,2.4408912529550832,7.8,6.34,7.07,505.0,670.0,0.0,1.0052394958973228,0.0,6188.797269743263,245.0,676.9694754,11.283438675696011,12.167088036117384,76.5494732881866,505.0,670,635,610,615,630,600,640.0,635,635,640,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,8.875,7.9375,11.8125,10.0,14.9375,14.375,14.25,25.75,723.5,464.0,328.5,205.5,143.5,135.0,125.0,109.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.796,1.829,0.748,0.415,0.408,0.245,0.057,0.038,0.002,0.002,0.001,3.034,3.095,2.14,1.517,1.077,0.865,0.543,0.505,0.33,0.31,562.7670206121174,538.9881324172394,105.10268582136167,92.9754528419738,70.74219237976266,74.78460337289197,66.69978138663338,48.50893191755154,48.50893191755154,46.487726420986895,46.487726420986895,2534.540414494182,11.695,11.755,11.76,11.755,11.715,11.755,11.735,11.765,11.815,11.915,11.855,1268.7545284197377,1292.066833229232,134.74512179887572,74.75832292317303,73.49733916302311,44.134431605246725,10.268010618363524,6.84534041224235,0.3602810743285447,0.3602810743285447,0.1801405371642723,2603.8446064743384,1702.0531855090571,6792.721875,31.886924725159385,4566.691559475,False,True,670.0,0.52875,0.4712499999999999,4793457.04868876,2258916.634194578,1513.4741449103672,0.5971394799054371,12.375,16.39697674418605,2.4408912529550832,0.7654947328818661,1.868489397674535,71.70872836719337,5511.827794343263,89.06137257541668,2905.970630855716,-3282.826638887548,7888.837898239111,-1700.040628495848,300.1134673681679
2024-12-08,137.81291000810373,3307.509840194489,51.41666666666666,2.63,2.79,2.7115590761750403,5.94,6.38,6.16,585.0,584.0,1.988300996003595,1.1470174077670396,5.0,6818.78418213632,199.0,741.839391,10.85023185100722,14.719190421892815,74.43057772709996,585.0,584,565,535,545,525,535,515.0,520,535,500,11.59,10.13,9.54,9.4,9.64,9.59,9.61,9.62,9.65,9.62,9.54,12.1875,10.25,10.3125,9.8125,9.5625,10.625,11.625,13.9375,23.0,751.0,454.5,279.5,190.5,155.5,133.0,111.5,94.5,76.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.079,2.0,1.009,0.724,0.584,0.551,0.138,0.059,0.013,0.008,0.002,3.447,3.341,2.515,1.675,1.188,0.913,0.538,0.362,0.283,0.265,593.0363744238055,532.2121308931587,100.8161836520469,91.12231983935008,75.61213773903518,67.85704668887772,62.04072840125964,58.1631828761809,58.1631828761809,56.22441011364153,56.22441011364153,2513.2639070556897,11.825,12.055,12.015,12.135000000000002,12.03,12.01,12.075,12.005,11.985,12.105,12.0,1493.5666560175257,1436.8125599014193,184.8423437999178,132.63216740450002,106.98506321025968,100.93967436447448,25.280716991465475,10.808422481858424,2.3815168180366024,1.4655488110994477,0.3663872027748619,2577.369648415238,1751.4721076171786,6588.164062499999,30.83891051825326,4591.65053565,True,False,585.0,0.5141666666666667,0.4858333333333333,4888033.530740402,2374769.623684712,1389.2402298555564,0.5527633711507294,11.59,16.400952380952383,2.7115590761750403,0.7443057772709996,2.018229085808697,72.76228382744205,6076.94479113632,89.12065008680797,3496.081057003332,-3322.703125132988,8566.76220403575,-1747.9780218994292,915.2173228703437
2024-12-09,141.54941105285744,3397.1858652685787,50.333333333333336,2.95,2.8,2.8769735099337748,6.47,7.0,6.734999999999999,645.0,620.0,0.0,1.0030216579106468,0.0,7201.7030957860925,173.0,775.9987890000001,9.839544419134397,13.747137433561123,76.41331814730448,645.0,620,600,615,590,580,540,540.0,585,555,540,12.11,8.87,8.29,8.22,8.21,8.12,8.24,8.25,8.12,8.03,7.84,12.875,14.0625,13.0625,13.0,12.9375,13.375,8.8125,7.1875,14.6875,667.5,300.5,247.5,181.0,144.0,122.0,109.0,101.0,89.0,1436.5,735.0,604.5,442.5,405.0,630.0,325.0,278.5,243.5,2.041,2.18,1.001,0.746,0.581,0.388,0.096,0.101,0.044,0.01,0.004,3.898,3.9696,2.851,1.734,0.158,0.965,0.653,0.431,0.343,0.321,567.3757455268391,523.1646484727996,116.49624073739383,103.34343936381713,90.1906379902404,78.91680824146034,63.88503524308695,58.24812036869693,54.49017711910357,48.85326224471355,50.73223386951023,2501.5047714727352,11.715,11.95,11.92,12.13,12.015,11.98,11.995,12.065,12.05,12.2,12.17,1483.994758720405,1585.0605458160132,185.5938667992048,138.3147099222845,107.72231429604192,71.9384818362552,17.799212000722935,18.726254292427257,8.157972166998011,1.8540845834086392,0.7416338333634557,2801.392649076327,1755.6963491776617,6348.033749999999,30.02485116955353,4616.7755909,True,False,645.0,0.5033333333333334,0.4966666666666666,4969877.029416029,2468372.257943294,1592.1001063734243,0.6364569536423837,12.11,16.332439024390244,2.8769735099337748,0.7641331814730448,2.198390921159368,70.8913914198937,6425.704306786092,89.22478782200758,3619.9038342671247,-3581.799261518968,8952.991621521114,-1751.2885257350215,814.103361748157
2024-12-10,143.32231405509555,3439.735537322294,50.04166666666666,2.53,2.353,2.4424983347210656,6.71,5.883,6.2965,570.0,665.0,0.0,0.8907543204429388,0.0,6138.31889306047,254.0,674.273114375,7.672322580645162,16.682903225806452,75.64477419354839,570.0,665,670,615,645,620,615,610.0,600,575,565,11.25,8.36,8.11,8.14,8.17,8.05,8.14,8.15,8.04,7.94,7.78,10.5625,11.0625,11.0,13.125,11.0,9.375,9.4375,12.75,20.0625,715.5,501.0,292.0,214.5,176.5,143.5,121.0,96.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.243,2.377,0.846,0.503,0.306,0.21,0.122,0.028,0.001,0.001,0.001,2.88,3.014,1.954,1.602,0.984,0.629,0.382,0.203,0.169,0.087,562.5755356780749,533.350832525967,89.42759164544981,80.11221751571546,78.24914268976859,67.07069373408736,57.755319604353005,52.1660951265124,50.30302030056553,48.43994547461865,46.57687064867178,2512.1040451295585,10.95,10.77,10.855,10.905,10.915,10.94,10.94,10.97,11.005,10.995,10.985,1636.046211387243,1733.7859315503683,157.3536554536647,93.5566060203231,56.915151972602125,39.05941802041322,22.6916618975734,5.207922402721763,0.1859972286686343,0.1859972286686343,0.1859972286686343,1716.6378811758227,1666.0272649437843,6728.135156249999,29.653442508374702,4647.5126778645845,False,True,665.0,0.5004166666666666,0.4995833333333334,5020024.736312191,2507920.6911826325,1667.7672596364505,0.6638925895087429,11.25,16.2605,2.4424983347210656,0.7564477419354838,1.8476223499809297,70.0172177419355,5464.04577868547,89.01534563254309,3745.174550390916,-2393.1443426695546,7802.112810885523,-1663.7939178250526,2026.303322096361
