particle_id,column_id,layer,pre_x,pre_y,pre_z,pre_volume_m3,pre_cell_area_m2,z_fraction_from_floor,depth_fraction_from_top,pre_floor_z_m,pre_top_z_m,nearest_hole_id,nearest_hole_distance_m,lithology,mineral_domain,structure_domain,digability,coarse_risk
1834,230,2,363462.942738142,6591710.558971153,187.8125,1.1030111573507415,0.5882726172537288,0.1875,0.8125,185.0,200.0,5-H-004,5.466180958031068,propylitic_volcanics,waste,background,medium,bad
1835,230,3,363462.942738142,6591710.558971153,189.6875,1.1030111573507415,0.5882726172537288,0.3125,0.6875,185.0,200.0,5-H-004,5.466180958031068,propylitic_volcanics,waste,background,medium,bad
1836,230,4,363462.942738142,6591710.558971153,191.5625,1.1030111573507415,0.5882726172537288,0.4375,0.5625,185.0,200.0,5-H-004,5.466180958031068,propylitic_volcanics,waste,background,medium,bad
1837,230,5,363462.942738142,6591710.558971153,193.4375,1.1030111573507415,0.5882726172537288,0.5625,0.4375,185.0,200.0,5-H-004,5.466180958031068,propylitic_volcanics,waste,background,medium,bad
1838,230,6,363462.942738142,6591710.558971153,195.3125,1.1030111573507415,0.5882726172537288,0.6875,0.3125,185.0,200.0,5-H-004,5.466180958031068,propylitic_volcanics,waste,background,medium,bad
1839,230,7,363462.942738142,6591710.558971153,197.1875,1.1030111573507415,0.5882726172537288,0.8125,0.1875,185.0,200.0,5-H-004,5.466180958031068,propylitic_volcanics,waste,background,medium,bad
1840,230,8,363462.942738142,6591710.558971153,199.0625,1.1030111573507415,0.5882726172537288,0.9375,0.0625,185.0,200.0,5-H-004,5.466180958031068,propylitic_volcanics,waste,background,medium,bad
1841,231,1,363462.942738142,6591712.558971153,185.9375,7.46329626275544,3.9804246734695683,0.0625,0.9375,185.0,200.0,5-H-005,4.449083490559233,propylitic_volcanics,waste,background,hard,bad
1842,231,2,363462.942738142,6591712.558971153,187.8125,7.46329626275544,3.9804246734695683,0.1875,0.8125,185.0,200.0,5-H-005,4.449083490559233,propylitic_volcanics,waste,background,hard,bad
1843,231,3,363462.942738142,6591712.558971153,189.6875,7.46329626275544,3.9804246734695683,0.3125,0.6875,185.0,200.0,5-H-005,4.449083490559233,propylitic_volcanics,waste,background,hard,bad
1844,231,4,363462.942738142,6591712.558971153,191.5625,7.46329626275544,3.9804246734695683,0.4375,0.5625,185.0,200.0,5-H-005,4.449083490559233,propylitic_volcanics,waste,background,hard,bad
1845,231,5,363462.942738142,6591712.558971153,193.4375,7.46329626275544,3.9804246734695683,0.5625,0.4375,185.0,200.0,5-H-005,4.449083490559233,propylitic_volcanics,waste,background,hard,bad
1846,231,6,363462.942738142,6591712.558971153,195.3125,7.46329626275544,3.9804246734695683,0.6875,0.3125,185.0,200.0,5-H-005,4.449083490559233,propylitic_volcanics,waste,background,hard,bad
1847,231,7,363462.942738142,6591712.558971153,197.1875,7.46329626275544,3.9804246734695683,0.8125,0.1875,185.0,200.0,5-H-005,4.449083490559233,propylitic_volcanics,waste,background,hard,bad
1848,231,8,363462.942738142,6591712.558971153,199.0625,7.46329626275544,3.9804246734695683,0.9375,0.0625,185.0,200.0,5-H-005,4.449083490559233,propylitic_volcanics,waste,background,hard,bad
1849,232,1,363462.942738142,6591714.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-005,3.224008144622133,propylitic_volcanics,waste,background,hard,bad
1850,232,2,363462.942738142,6591714.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-005,3.224008144622133,propylitic_volcanics,waste,background,hard,bad
1851,232,3,363462.942738142,6591714.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-005,3.224008144622133,propylitic_volcanics,waste,background,hard,bad
1852,232,4,363462.942738142,6591714.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-005,3.224008144622133,propylitic_volcanics,waste,background,hard,bad
1853,232,5,363462.942738142,6591714.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-005,3.224008144622133,propylitic_volcanics,waste,background,hard,bad
1854,232,6,363462.942738142,6591714.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-005,3.224008144622133,propylitic_volcanics,waste,background,hard,bad
1855,232,7,363462.942738142,6591714.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-005,3.224008144622133,propylitic_volcanics,waste,background,hard,bad
1856,232,8,363462.942738142,6591714.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-005,3.224008144622133,propylitic_volcanics,waste,background,hard,bad
1857,233,1,363462.942738142,6591716.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-005,2.999018694041931,propylitic_volcanics,waste,background,hard,bad
1858,233,2,363462.942738142,6591716.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-005,2.999018694041931,propylitic_volcanics,waste,background,hard,bad
1859,233,3,363462.942738142,6591716.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-005,2.999018694041931,propylitic_volcanics,waste,background,hard,bad
1860,233,4,363462.942738142,6591716.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-005,2.999018694041931,propylitic_volcanics,waste,background,hard,bad
1861,233,5,363462.942738142,6591716.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-005,2.999018694041931,propylitic_volcanics,waste,background,hard,bad
1862,233,6,363462.942738142,6591716.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-005,2.999018694041931,propylitic_volcanics,waste,background,hard,bad
1863,233,7,363462.942738142,6591716.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-005,2.999018694041931,propylitic_volcanics,waste,background,hard,bad
1864,233,8,363462.942738142,6591716.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-005,2.999018694041931,propylitic_volcanics,waste,background,hard,bad
1865,234,1,363462.942738142,6591718.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-005,3.948923617624946,propylitic_volcanics,waste,background,hard,bad
1866,234,2,363462.942738142,6591718.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-005,3.948923617624946,propylitic_volcanics,waste,background,hard,bad
1867,234,3,363462.942738142,6591718.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-005,3.948923617624946,propylitic_volcanics,waste,background,hard,bad
1868,234,4,363462.942738142,6591718.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-005,3.948923617624946,propylitic_volcanics,waste,background,hard,bad
1869,234,5,363462.942738142,6591718.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-005,3.948923617624946,propylitic_volcanics,waste,background,hard,bad
1870,234,6,363462.942738142,6591718.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-005,3.948923617624946,propylitic_volcanics,waste,background,hard,bad
1871,234,7,363462.942738142,6591718.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-005,3.948923617624946,propylitic_volcanics,waste,background,hard,bad
1872,234,8,363462.942738142,6591718.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-005,3.948923617624946,propylitic_volcanics,waste,background,hard,bad
1873,235,1,363462.942738142,6591720.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-010,3.1540326767927023,propylitic_volcanics,waste,background,hard,bad
1874,235,2,363462.942738142,6591720.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-010,3.1540326767927023,propylitic_volcanics,waste,background,hard,bad
1875,235,3,363462.942738142,6591720.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-010,3.1540326767927023,propylitic_volcanics,waste,background,hard,bad
1876,235,4,363462.942738142,6591720.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-010,3.1540326767927023,propylitic_volcanics,waste,background,hard,bad
1877,235,5,363462.942738142,6591720.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-010,3.1540326767927023,propylitic_volcanics,waste,background,hard,bad
1878,235,6,363462.942738142,6591720.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-010,3.1540326767927023,propylitic_volcanics,waste,background,hard,bad
1879,235,7,363462.942738142,6591720.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-010,3.1540326767927023,propylitic_volcanics,waste,background,hard,bad
1880,235,8,363462.942738142,6591720.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-010,3.1540326767927023,propylitic_volcanics,waste,background,hard,bad
1881,236,1,363462.942738142,6591722.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-010,3.3129755109679593,propylitic_volcanics,waste,background,hard,bad
1882,236,2,363462.942738142,6591722.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-010,3.3129755109679593,propylitic_volcanics,waste,background,hard,bad
1883,236,3,363462.942738142,6591722.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-010,3.3129755109679593,propylitic_volcanics,waste,background,hard,bad
1884,236,4,363462.942738142,6591722.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-010,3.3129755109679593,propylitic_volcanics,waste,background,hard,bad
1885,236,5,363462.942738142,6591722.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-010,3.3129755109679593,propylitic_volcanics,waste,background,hard,bad
1886,236,6,363462.942738142,6591722.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-010,3.3129755109679593,propylitic_volcanics,waste,background,hard,bad
1887,236,7,363462.942738142,6591722.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-010,3.3129755109679593,propylitic_volcanics,waste,background,hard,bad
1888,236,8,363462.942738142,6591722.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-010,3.3129755109679593,propylitic_volcanics,waste,background,hard,bad
1889,237,1,363462.942738142,6591724.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-010,4.472548641017857,propylitic_volcanics,waste,background,hard,bad
1890,237,2,363462.942738142,6591724.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-010,4.472548641017857,propylitic_volcanics,waste,background,hard,bad
1891,237,3,363462.942738142,6591724.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-010,4.472548641017857,propylitic_volcanics,waste,background,hard,bad
1892,237,4,363462.942738142,6591724.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-010,4.472548641017857,propylitic_volcanics,waste,background,hard,bad
1893,237,5,363462.942738142,6591724.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-010,4.472548641017857,propylitic_volcanics,waste,background,hard,bad
1894,237,6,363462.942738142,6591724.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-010,4.472548641017857,propylitic_volcanics,waste,background,hard,bad
1895,237,7,363462.942738142,6591724.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-010,4.472548641017857,propylitic_volcanics,waste,background,hard,bad
1896,237,8,363462.942738142,6591724.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-010,4.472548641017857,propylitic_volcanics,waste,background,hard,bad
1897,238,1,363462.942738142,6591726.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-017,3.0214397703456966,propylitic_volcanics,stockwork_ore,background,hard,bad
1898,238,2,363462.942738142,6591726.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-017,3.0214397703456966,propylitic_volcanics,stockwork_ore,background,hard,bad
1899,238,3,363462.942738142,6591726.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-017,3.0214397703456966,propylitic_volcanics,stockwork_ore,background,hard,bad
1900,238,4,363462.942738142,6591726.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-017,3.0214397703456966,propylitic_volcanics,stockwork_ore,background,hard,bad
1901,238,5,363462.942738142,6591726.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-017,3.0214397703456966,propylitic_volcanics,stockwork_ore,background,hard,bad
1902,238,6,363462.942738142,6591726.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-017,3.0214397703456966,propylitic_volcanics,stockwork_ore,background,hard,bad
1903,238,7,363462.942738142,6591726.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-017,3.0214397703456966,propylitic_volcanics,stockwork_ore,background,hard,bad
1904,238,8,363462.942738142,6591726.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-017,3.0214397703456966,propylitic_volcanics,stockwork_ore,background,hard,bad
1905,239,1,363462.942738142,6591728.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-017,1.5978056506983105,propylitic_volcanics,stockwork_ore,background,hard,bad
1906,239,2,363462.942738142,6591728.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-017,1.5978056506983105,propylitic_volcanics,stockwork_ore,background,hard,bad
1907,239,3,363462.942738142,6591728.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-017,1.5978056506983105,propylitic_volcanics,stockwork_ore,background,hard,bad
1908,239,4,363462.942738142,6591728.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-017,1.5978056506983105,propylitic_volcanics,stockwork_ore,background,hard,bad
1909,239,5,363462.942738142,6591728.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-017,1.5978056506983105,propylitic_volcanics,stockwork_ore,background,hard,bad
1910,239,6,363462.942738142,6591728.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-017,1.5978056506983105,propylitic_volcanics,stockwork_ore,background,hard,bad
1911,239,7,363462.942738142,6591728.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-017,1.5978056506983105,propylitic_volcanics,stockwork_ore,background,hard,bad
1912,239,8,363462.942738142,6591728.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-017,1.5978056506983105,propylitic_volcanics,stockwork_ore,background,hard,bad
1913,240,1,363462.942738142,6591730.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-017,1.9942084918534089,propylitic_volcanics,stockwork_ore,background,hard,bad
1914,240,2,363462.942738142,6591730.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-017,1.9942084918534089,propylitic_volcanics,stockwork_ore,background,hard,bad
1915,240,3,363462.942738142,6591730.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-017,1.9942084918534089,propylitic_volcanics,stockwork_ore,background,hard,bad
1916,240,4,363462.942738142,6591730.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-017,1.9942084918534089,propylitic_volcanics,stockwork_ore,background,hard,bad
1917,240,5,363462.942738142,6591730.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-017,1.9942084918534089,propylitic_volcanics,stockwork_ore,background,hard,bad
1918,240,6,363462.942738142,6591730.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-017,1.9942084918534089,propylitic_volcanics,stockwork_ore,background,hard,bad
1919,240,7,363462.942738142,6591730.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-017,1.9942084918534089,propylitic_volcanics,stockwork_ore,background,hard,bad
1920,240,8,363462.942738142,6591730.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-017,1.9942084918534089,propylitic_volcanics,stockwork_ore,background,hard,bad
1921,241,1,363462.942738142,6591732.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-017,3.6607037739425246,propylitic_volcanics,stockwork_ore,background,hard,bad
1922,241,2,363462.942738142,6591732.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-017,3.6607037739425246,propylitic_volcanics,stockwork_ore,background,hard,bad
1923,241,3,363462.942738142,6591732.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-017,3.6607037739425246,propylitic_volcanics,stockwork_ore,background,hard,bad
1924,241,4,363462.942738142,6591732.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-017,3.6607037739425246,propylitic_volcanics,stockwork_ore,background,hard,bad
1925,241,5,363462.942738142,6591732.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-017,3.6607037739425246,propylitic_volcanics,stockwork_ore,background,hard,bad
1926,241,6,363462.942738142,6591732.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-017,3.6607037739425246,propylitic_volcanics,stockwork_ore,background,hard,bad
1927,241,7,363462.942738142,6591732.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-017,3.6607037739425246,propylitic_volcanics,stockwork_ore,background,hard,bad
1928,241,8,363462.942738142,6591732.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-017,3.6607037739425246,propylitic_volcanics,stockwork_ore,background,hard,bad
1929,242,1,363462.942738142,6591734.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-023,2.548972643287831,propylitic_volcanics,stockwork_ore,background,hard,bad
1930,242,2,363462.942738142,6591734.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-023,2.548972643287831,propylitic_volcanics,stockwork_ore,background,hard,bad
1931,242,3,363462.942738142,6591734.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-023,2.548972643287831,propylitic_volcanics,stockwork_ore,background,hard,bad
1932,242,4,363462.942738142,6591734.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-023,2.548972643287831,propylitic_volcanics,stockwork_ore,background,hard,bad
1933,242,5,363462.942738142,6591734.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-023,2.548972643287831,propylitic_volcanics,stockwork_ore,background,hard,bad
1934,242,6,363462.942738142,6591734.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-023,2.548972643287831,propylitic_volcanics,stockwork_ore,background,hard,bad
1935,242,7,363462.942738142,6591734.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-023,2.548972643287831,propylitic_volcanics,stockwork_ore,background,hard,bad
1936,242,8,363462.942738142,6591734.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-023,2.548972643287831,propylitic_volcanics,stockwork_ore,background,hard,bad
1937,243,1,363462.942738142,6591736.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-023,0.5631573009921654,propylitic_volcanics,stockwork_ore,background,hard,bad
1938,243,2,363462.942738142,6591736.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-023,0.5631573009921654,propylitic_volcanics,stockwork_ore,background,hard,bad
1939,243,3,363462.942738142,6591736.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-023,0.5631573009921654,propylitic_volcanics,stockwork_ore,background,hard,bad
1940,243,4,363462.942738142,6591736.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-023,0.5631573009921654,propylitic_volcanics,stockwork_ore,background,hard,bad
1941,243,5,363462.942738142,6591736.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-023,0.5631573009921654,propylitic_volcanics,stockwork_ore,background,hard,bad
1942,243,6,363462.942738142,6591736.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-023,0.5631573009921654,propylitic_volcanics,stockwork_ore,background,hard,bad
1943,243,7,363462.942738142,6591736.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-023,0.5631573009921654,propylitic_volcanics,stockwork_ore,background,hard,bad
1944,243,8,363462.942738142,6591736.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-023,0.5631573009921654,propylitic_volcanics,stockwork_ore,background,hard,bad
1945,244,1,363462.942738142,6591738.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-023,1.4618586645403886,propylitic_volcanics,stockwork_ore,background,hard,bad
1946,244,2,363462.942738142,6591738.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-023,1.4618586645403886,propylitic_volcanics,stockwork_ore,background,hard,bad
1947,244,3,363462.942738142,6591738.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-023,1.4618586645403886,propylitic_volcanics,stockwork_ore,background,hard,bad
1948,244,4,363462.942738142,6591738.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-023,1.4618586645403886,propylitic_volcanics,stockwork_ore,background,hard,bad
1949,244,5,363462.942738142,6591738.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-023,1.4618586645403886,propylitic_volcanics,stockwork_ore,background,hard,bad
1950,244,6,363462.942738142,6591738.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-023,1.4618586645403886,propylitic_volcanics,stockwork_ore,background,hard,bad
1951,244,7,363462.942738142,6591738.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-023,1.4618586645403886,propylitic_volcanics,stockwork_ore,background,hard,bad
1952,244,8,363462.942738142,6591738.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-023,1.4618586645403886,propylitic_volcanics,stockwork_ore,background,hard,bad
1953,245,1,363462.942738142,6591740.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-023,3.4578772917098775,propylitic_volcanics,stockwork_ore,background,hard,bad
1954,245,2,363462.942738142,6591740.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-023,3.4578772917098775,propylitic_volcanics,stockwork_ore,background,hard,bad
1955,245,3,363462.942738142,6591740.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-023,3.4578772917098775,propylitic_volcanics,stockwork_ore,background,hard,bad
1956,245,4,363462.942738142,6591740.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-023,3.4578772917098775,propylitic_volcanics,stockwork_ore,background,hard,bad
1957,245,5,363462.942738142,6591740.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-023,3.4578772917098775,propylitic_volcanics,stockwork_ore,background,hard,bad
1958,245,6,363462.942738142,6591740.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-023,3.4578772917098775,propylitic_volcanics,stockwork_ore,background,hard,bad
1959,245,7,363462.942738142,6591740.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-023,3.4578772917098775,propylitic_volcanics,stockwork_ore,background,hard,bad
1960,245,8,363462.942738142,6591740.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-023,3.4578772917098775,propylitic_volcanics,stockwork_ore,background,hard,bad
1961,246,1,363462.942738142,6591742.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-029,3.0051054527227112,propylitic_volcanics,high_grade_core,background,hard,bad
1962,246,2,363462.942738142,6591742.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-029,3.0051054527227112,propylitic_volcanics,high_grade_core,background,hard,bad
1963,246,3,363462.942738142,6591742.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-029,3.0051054527227112,propylitic_volcanics,high_grade_core,background,hard,bad
1964,246,4,363462.942738142,6591742.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-029,3.0051054527227112,propylitic_volcanics,high_grade_core,background,hard,bad
1965,246,5,363462.942738142,6591742.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-029,3.0051054527227112,propylitic_volcanics,high_grade_core,background,hard,bad
1966,246,6,363462.942738142,6591742.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-029,3.0051054527227112,propylitic_volcanics,high_grade_core,background,hard,bad
1967,246,7,363462.942738142,6591742.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-029,3.0051054527227112,propylitic_volcanics,high_grade_core,background,hard,bad
1968,246,8,363462.942738142,6591742.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-029,3.0051054527227112,propylitic_volcanics,high_grade_core,background,hard,bad
1969,247,1,363462.942738142,6591744.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-029,1.8018166923952956,propylitic_volcanics,high_grade_core,background,hard,bad
1970,247,2,363462.942738142,6591744.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-029,1.8018166923952956,propylitic_volcanics,high_grade_core,background,hard,bad
1971,247,3,363462.942738142,6591744.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-029,1.8018166923952956,propylitic_volcanics,high_grade_core,background,hard,bad
1972,247,4,363462.942738142,6591744.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-029,1.8018166923952956,propylitic_volcanics,high_grade_core,background,hard,bad
1973,247,5,363462.942738142,6591744.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-029,1.8018166923952956,propylitic_volcanics,high_grade_core,background,hard,bad
1974,247,6,363462.942738142,6591744.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-029,1.8018166923952956,propylitic_volcanics,high_grade_core,background,hard,bad
1975,247,7,363462.942738142,6591744.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-029,1.8018166923952956,propylitic_volcanics,high_grade_core,background,hard,bad
1976,247,8,363462.942738142,6591744.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-029,1.8018166923952956,propylitic_volcanics,high_grade_core,background,hard,bad
1977,248,1,363462.942738142,6591746.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-029,2.337183776258272,propylitic_volcanics,high_grade_core,background,hard,bad
1978,248,2,363462.942738142,6591746.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-029,2.337183776258272,propylitic_volcanics,high_grade_core,background,hard,bad
1979,248,3,363462.942738142,6591746.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-029,2.337183776258272,propylitic_volcanics,high_grade_core,background,hard,bad
1980,248,4,363462.942738142,6591746.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-029,2.337183776258272,propylitic_volcanics,high_grade_core,background,hard,bad
1981,248,5,363462.942738142,6591746.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-029,2.337183776258272,propylitic_volcanics,high_grade_core,background,hard,bad
1982,248,6,363462.942738142,6591746.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-029,2.337183776258272,propylitic_volcanics,high_grade_core,background,hard,bad
1983,248,7,363462.942738142,6591746.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-029,2.337183776258272,propylitic_volcanics,high_grade_core,background,hard,bad
