x,y,block_id,x_m,y_m,z_top_m,z_bottom_m,bench_name,location,oxidation,density_tpm3,au_gpt,cu_pct,ag_gpt,Axb,BWi_kWht,DWi_kWhm3,UCS_MPa,RMR,digability,sulfides_pct,carbonate_pct,clays_pct,fault_dist_m,cn_demand_kgt,rec_au,rec_cu,rec_ag,pf_target_kgpm3,target_p80_mm,wet,latitude,longitude,lithology,alteration_domain,mineral_domain,structure_domain
444026.6912489614,6812500.128649618,B_032_029,320.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.79,1.032,0.0856,3.12,46.6,20.14,7.36,128.7,58.9,hard,1.89,2.64,1.79,83.1,0.343,0.86,0.84,0.65,1.05,130,False,-28.691967297879984,122.42455691760006,propylitic_volcanics,propylitic_halo,stockwork_ore,background
444036.6912489614,6812500.128649618,B_033_029,330.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.80,1.099,0.0954,3.46,45.6,20.05,6.72,131.0,61.0,hard,2.27,2.78,1.70,86.5,0.395,0.86,0.85,0.64,1.09,130,False,-28.691967297879984,122.42465932127506,propylitic_volcanics,propylitic_halo,stockwork_ore,background
444046.6912489614,6812500.128649618,B_034_029,340.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.78,1.292,0.1040,3.85,47.0,20.13,7.44,127.7,61.2,hard,2.11,2.73,1.78,90.0,0.364,0.86,0.83,0.65,1.11,135,False,-28.691967297879984,122.42476172495006,propylitic_volcanics,propylitic_halo,stockwork_ore,background
444056.6912489614,6812500.128649618,B_035_029,350.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.83,1.287,0.1064,3.94,44.5,20.92,6.99,141.4,60.9,hard,2.68,2.68,1.70,93.4,0.401,0.85,0.84,0.63,1.09,140,False,-28.691967297879984,122.42486412862506,propylitic_volcanics,propylitic_halo,stockwork_ore,background
444066.6912489614,6812500.128649618,B_036_029,360.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.80,1.386,0.1081,4.21,44.5,19.81,7.84,143.1,58.7,hard,2.60,3.05,1.59,96.7,0.419,0.85,0.83,0.64,1.16,125,False,-28.691967297879984,122.42496653230008,propylitic_volcanics,propylitic_halo,stockwork_ore,background
444076.6912489614,6812500.128649618,B_037_029,370.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.79,1.363,0.1217,4.33,45.3,20.52,7.24,145.4,65.4,hard,2.48,3.31,1.55,100.0,0.409,0.86,0.84,0.65,1.17,130,False,-28.691967297879984,122.42506893597508,propylitic_volcanics,propylitic_halo,stockwork_ore,background
444086.6912489614,6812500.128649618,B_038_029,380.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.86,1.548,0.1256,4.74,44.7,20.31,7.62,134.6,55.8,hard,3.00,3.38,1.60,103.2,0.422,0.85,0.84,0.61,1.05,130,False,-28.691967297879984,122.42517133965008,propylitic_volcanics,propylitic_halo,stockwork_ore,background
444096.6912489614,6812500.128649618,B_039_029,390.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.83,1.537,0.1295,4.67,42.8,21.35,8.12,133.1,56.7,hard,3.03,3.25,1.39,106.4,0.413,0.85,0.84,0.62,1.11,140,False,-28.691967297879984,122.42527374332508,propylitic_volcanics,propylitic_halo,stockwork_ore,background
444106.6912489614,6812500.128649618,B_040_029,400.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.82,1.667,0.1316,5.06,43.4,20.52,6.76,145.4,64.2,hard,3.24,3.70,1.42,109.5,0.428,0.84,0.85,0.63,1.12,125,False,-28.691967297879984,122.42537614700008,propylitic_volcanics,propylitic_halo,high_grade_core,background
444116.6912489614,6812500.128649618,B_041_029,410.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.85,1.671,0.1409,5.31,44.4,20.34,7.24,147.5,60.3,hard,3.21,3.90,1.31,112.5,0.450,0.84,0.85,0.63,1.16,125,False,-28.691967297879984,122.42547855067508,propylitic_volcanics,propylitic_halo,high_grade_core,background
444126.6912489614,6812500.128649618,B_042_029,420.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.87,1.756,0.1396,5.53,44.5,19.95,7.65,143.3,68.5,hard,3.58,4.13,0.98,115.5,0.457,0.85,0.84,0.62,1.18,125,False,-28.691967297879984,122.42558095435008,propylitic_volcanics,propylitic_halo,high_grade_core,background
444136.6912489614,6812500.128649618,B_043_029,430.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.88,1.619,0.1430,5.35,43.7,20.86,7.11,138.1,60.2,hard,3.50,4.24,0.85,118.5,0.447,0.84,0.82,0.61,1.10,130,False,-28.691967297879984,122.42568335802508,carbonate_skarn,carbonate_skarn,high_grade_core,background
444146.6912489614,6812500.128649618,B_044_029,440.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.86,1.752,0.1424,5.67,46.1,20.54,7.47,148.4,52.3,medium,3.46,4.23,0.84,121.3,0.440,0.84,0.83,0.62,1.17,130,False,-28.691967297879984,122.42578576170008,carbonate_skarn,carbonate_skarn,high_grade_core,background
444156.6912489614,6812500.128649618,B_045_029,450.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.83,1.633,0.1432,5.36,46.6,20.73,7.15,156.3,65.3,hard,3.46,4.36,0.78,124.2,0.444,0.84,0.83,0.63,1.18,125,False,-28.691967297879984,122.42588816537508,carbonate_skarn,carbonate_skarn,high_grade_core,background
444166.6912489614,6812500.128649618,B_046_029,460.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.91,1.680,0.1415,5.58,42.1,19.26,7.22,139.3,71.0,hard,3.72,4.55,0.62,127.0,0.449,0.85,0.83,0.61,1.12,120,False,-28.691967297879984,122.42599056905009,carbonate_skarn,carbonate_skarn,high_grade_core,background
444176.6912489614,6812500.128649618,B_047_029,470.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.91,1.576,0.1449,5.48,44.1,21.19,7.76,144.3,57.4,hard,3.59,4.82,0.83,129.7,0.465,0.85,0.83,0.62,1.13,125,False,-28.691967297879984,122.42609297272509,carbonate_skarn,carbonate_skarn,high_grade_core,background
444186.6912489614,6812500.128649618,B_048_029,480.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.89,1.535,0.1320,5.41,43.5,19.98,7.79,154.3,65.1,hard,3.70,5.01,0.49,132.4,0.478,0.84,0.84,0.62,1.18,125,False,-28.691967297879984,122.42619537640007,carbonate_skarn,carbonate_skarn,stockwork_ore,background
444196.6912489614,6812500.128649618,B_049_029,490.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.91,1.562,0.1298,5.27,43.5,20.05,7.19,154.9,58.3,hard,3.49,5.05,0.35,135.1,0.463,0.85,0.85,0.64,1.17,125,False,-28.691967297879984,122.42629778007507,carbonate_skarn,carbonate_skarn,stockwork_ore,background
444206.6912489614,6812500.128649618,B_050_029,500.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,1.524,0.1281,5.32,44.8,20.24,7.85,142.4,64.6,hard,3.70,5.25,0.43,137.7,0.454,0.85,0.83,0.63,1.13,130,False,-28.691967297879984,122.42640018375008,carbonate_skarn,carbonate_skarn,stockwork_ore,background
444216.6912489614,6812500.128649618,B_051_029,510.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.90,1.381,0.1296,5.00,43.7,21.18,7.54,148.6,62.7,hard,3.46,5.28,0.38,140.2,0.454,0.84,0.85,0.64,1.18,130,False,-28.691967297879984,122.4265025874251,carbonate_skarn,carbonate_skarn,stockwork_ore,background
444226.6912489614,6812500.128649618,B_052_029,520.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.91,1.442,0.1257,5.11,45.2,20.26,7.27,144.5,59.1,hard,3.09,5.54,0.40,142.7,0.440,0.86,0.84,0.65,1.16,135,False,-28.691967297879984,122.4266049911001,carbonate_skarn,carbonate_skarn,stockwork_ore,background
444236.6912489614,6812500.128649618,B_053_029,530.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.91,1.284,0.1323,4.75,44.4,19.34,7.60,146.8,69.5,hard,3.36,5.48,0.10,145.2,0.453,0.84,0.83,0.63,1.16,130,False,-28.691967297879984,122.42670739477512,carbonate_skarn,carbonate_skarn,stockwork_ore,background
444246.6912489614,6812500.128649618,B_054_029,540.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,1.320,0.1315,4.98,45.8,20.30,7.06,144.2,65.9,hard,3.34,5.70,0.37,147.7,0.458,0.85,0.85,0.64,1.14,135,False,-28.691967297879984,122.42680979845012,carbonate_skarn,carbonate_skarn,stockwork_ore,background
444256.6912489614,6812500.128649618,B_055_029,550.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.89,1.241,0.1295,4.69,42.1,20.57,6.43,138.8,61.5,hard,3.25,5.89,0.08,150.1,0.470,0.85,0.84,0.63,1.10,135,False,-28.691967297879984,122.42691220212512,carbonate_skarn,carbonate_skarn,stockwork_ore,background
444266.6912489614,6812500.128649618,B_056_029,560.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,1.219,0.1329,4.77,43.1,20.65,7.29,153.9,64.3,hard,3.32,5.77,0.20,152.5,0.464,0.85,0.87,0.65,1.18,125,False,-28.691967297879984,122.42701460580012,carbonate_skarn,carbonate_skarn,stockwork_ore,background
444276.6912489614,6812500.128649618,B_057_029,570.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,1.180,0.1325,4.75,45.3,19.76,7.65,147.0,63.8,hard,3.19,6.15,0.19,154.8,0.446,0.86,0.85,0.66,1.18,130,False,-28.691967297879984,122.42711700947513,carbonate_skarn,carbonate_skarn,stockwork_ore,background
444286.6912489614,6812500.128649618,B_058_029,580.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.92,1.278,0.1319,4.72,44.7,20.89,7.92,143.2,59.4,hard,2.87,6.20,0.08,157.2,0.446,0.86,0.83,0.65,1.14,130,False,-28.691967297879984,122.42721941315013,carbonate_skarn,carbonate_skarn,stockwork_ore,background
444296.6912489614,6812500.128649618,B_059_029,590.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.91,1.183,0.1230,4.55,44.2,20.91,7.40,147.2,61.3,hard,2.95,5.99,0.08,159.5,0.450,0.86,0.85,0.65,1.15,125,False,-28.691967297879984,122.42732181682511,carbonate_skarn,carbonate_skarn,stockwork_ore,background
444306.6912489614,6812500.128649618,B_060_029,600.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.92,0.836,0.0797,3.30,42.5,22.26,7.38,142.5,67.7,hard,2.29,5.61,0.29,161.8,0.383,0.85,0.80,0.67,1.15,130,False,-28.691967297879984,122.42742422050011,carbonate_skarn,carbonate_skarn,stockwork_ore,background
444316.6912489614,6812500.128649618,B_061_029,610.0,-160.0,200.0,185.0,RL185-200,waste,fresh,2.92,0.260,0.0205,1.48,40.3,23.19,7.67,173.1,67.6,hard,1.69,4.23,0.08,164.0,0.336,0.86,0.76,0.71,1.18,110,False,-28.691967297879984,122.42752662417512,late_mafic_dyke,barren_intrusive,late_barren_intrusion,intrusion_contact
444326.6912489614,6812500.128649618,B_062_029,620.0,-160.0,200.0,185.0,RL185-200,waste,fresh,2.93,0.333,0.0290,1.67,40.5,22.39,7.94,159.5,59.8,hard,1.97,4.10,0.37,166.3,0.368,0.85,0.77,0.69,1.18,115,False,-28.691967297879984,122.42762902785012,late_mafic_dyke,barren_intrusive,late_barren_intrusion,intrusion_contact
444336.6912489614,6812500.128649618,B_063_029,630.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,0.962,0.1010,3.79,43.1,21.15,7.45,137.3,61.0,hard,2.95,5.82,0.08,168.6,0.416,0.86,0.80,0.68,1.15,125,False,-28.691967297879984,122.42773143152512,carbonate_skarn,carbonate_skarn,stockwork_ore,background
444346.6912489614,6812500.128649618,B_064_029,640.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,1.422,0.1415,5.38,43.6,20.22,7.51,144.3,55.2,hard,3.63,6.94,0.12,170.8,0.499,0.84,0.82,0.63,1.15,135,False,-28.691967297879984,122.42783383520012,carbonate_skarn,carbonate_skarn,stockwork_ore,background
444356.6912489614,6812500.128649618,B_065_029,650.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,1.555,0.1593,5.79,43.5,20.42,7.85,148.7,68.3,hard,3.65,7.26,0.17,173.0,0.528,0.85,0.84,0.63,1.14,120,False,-28.691967297879984,122.42793623887512,carbonate_skarn,carbonate_skarn,high_grade_core,background
444366.6912489614,6812500.128649618,B_066_029,660.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,1.553,0.1647,5.68,42.8,19.97,8.06,148.8,54.4,hard,3.93,7.01,0.08,175.3,0.517,0.85,0.84,0.63,1.15,120,False,-28.691967297879984,122.42803864255012,carbonate_skarn,carbonate_skarn,high_grade_core,background
444376.6912489614,6812500.128649618,B_067_029,670.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,1.563,0.1664,5.81,44.7,20.07,6.75,156.4,62.3,hard,4.14,7.01,0.08,177.5,0.500,0.85,0.84,0.62,1.18,125,False,-28.691967297879984,122.42814104622514,carbonate_skarn,carbonate_skarn,high_grade_core,background
444386.6912489614,6812500.128649618,B_068_029,680.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,1.656,0.1758,6.38,42.0,20.19,7.29,152.9,64.5,hard,3.90,7.26,0.20,179.8,0.517,0.84,0.84,0.61,1.14,120,False,-28.691967297879984,122.42824344990014,carbonate_skarn,carbonate_skarn,high_grade_core,background
444396.6912489614,6812500.128649618,B_069_029,690.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,1.813,0.1850,6.75,44.5,21.64,8.14,165.3,63.3,hard,4.38,7.16,0.08,182.1,0.533,0.85,0.85,0.60,1.18,115,False,-28.691967297879984,122.42834585357514,carbonate_skarn,carbonate_skarn,high_grade_core,background
444406.6912489614,6812500.128649618,B_070_029,700.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,1.929,0.1832,6.69,44.9,20.80,6.90,158.8,66.8,hard,4.27,7.22,0.08,184.3,0.501,0.83,0.84,0.61,1.18,115,False,-28.691967297879984,122.42844825725014,carbonate_skarn,carbonate_skarn,high_grade_core,background
444416.6912489614,6812500.128649618,B_071_029,710.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,1.907,0.1934,7.20,43.6,21.45,7.38,164.0,58.7,hard,4.94,7.13,0.08,186.6,0.555,0.83,0.85,0.59,1.18,120,False,-28.691967297879984,122.42855066092514,carbonate_skarn,carbonate_skarn,high_grade_core,background
444426.6912489614,6812500.128649618,B_072_029,720.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,2.001,0.2078,7.50,42.8,20.78,7.45,161.8,68.4,hard,4.62,7.14,0.19,188.9,0.549,0.84,0.81,0.61,1.18,125,False,-28.691967297879984,122.42865306460014,carbonate_skarn,carbonate_skarn,high_grade_core,background
444436.6912489614,6812500.128649618,B_073_029,730.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,2.155,0.1961,7.45,40.0,21.37,7.76,155.9,60.6,hard,4.66,6.87,0.23,186.1,0.563,0.83,0.83,0.59,1.18,120,False,-28.691967297879984,122.42875546827514,carbonate_skarn,carbonate_skarn,high_grade_core,background
444446.6912489614,6812500.128649618,B_074_029,740.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,2.053,0.1937,7.39,39.4,20.57,7.62,162.2,65.0,hard,5.02,6.73,0.09,181.6,0.522,0.83,0.83,0.57,1.18,120,False,-28.691967297879984,122.42885787195014,carbonate_skarn,carbonate_skarn,high_grade_core,background
444456.6912489614,6812500.128649618,B_075_029,750.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,2.122,0.1966,7.22,43.3,21.07,7.34,162.4,68.4,hard,4.94,7.09,0.49,176.9,0.570,0.83,0.85,0.57,1.18,120,False,-28.691967297879984,122.42896027562514,carbonate_skarn,carbonate_skarn,high_grade_core,background
444466.6912489614,6812500.128649618,B_076_029,760.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,2.026,0.1833,7.09,42.7,21.02,7.54,155.6,63.9,hard,4.95,6.91,0.41,172.2,0.591,0.81,0.85,0.58,1.18,135,False,-28.691967297879984,122.42906267930016,carbonate_skarn,carbonate_skarn,high_grade_core,background
444476.6912489614,6812500.128649618,B_077_029,770.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,2.037,0.1872,6.88,41.4,21.04,7.59,160.4,64.5,hard,4.64,6.95,0.15,167.4,0.551,0.83,0.84,0.58,1.18,120,False,-28.691967297879984,122.42916508297516,carbonate_skarn,carbonate_skarn,high_grade_core,background
444486.6912489614,6812500.128649618,B_078_029,780.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,1.874,0.1859,6.63,42.9,20.85,7.45,166.2,58.2,hard,4.38,7.00,0.08,162.4,0.556,0.84,0.83,0.60,1.18,130,False,-28.691967297879984,122.42926748665016,carbonate_skarn,carbonate_skarn,high_grade_core,background
444496.6912489614,6812500.128649618,B_079_029,790.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,1.774,0.1890,6.16,43.7,20.02,7.88,133.0,58.5,hard,4.48,6.83,0.08,157.4,0.540,0.84,0.84,0.62,1.14,125,False,-28.691967297879984,122.42936989032516,carbonate_skarn,carbonate_skarn,high_grade_core,background
444506.6912489614,6812500.128649618,B_080_029,800.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,1.701,0.1793,5.93,45.0,20.18,7.21,158.5,59.0,hard,4.17,6.39,0.30,152.3,0.504,0.84,0.84,0.62,1.18,130,False,-28.691967297879984,122.42947229400016,carbonate_skarn,carbonate_skarn,high_grade_core,background
444516.6912489614,6812500.128649618,B_081_029,810.0,-160.0,200.0,185.0,RL185-200,ore,fresh,2.93,1.518,0.1707,5.43,46.5,19.64,6.95,147.4,60.3,hard,3.93,6.39,0.08,147.1,0.501,0.85,0.85,0.63,1.16,125,False,-28.691967297879984,122.42957469767516,carbonate_skarn,carbonate_skarn,stockwork_ore,background
443706.6912489614,6812510.128649618,B_000_030,0.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.46,0.256,0.0105,0.63,56.6,16.51,5.44,59.6,40.6,medium,0.37,0.33,3.84,54.9,0.319,0.89,0.51,0.60,0.74,170,True,-28.691877466762485,122.42128,propylitic_volcanics,propylitic_halo,waste,background
443716.6912489614,6812510.128649618,B_001_030,10.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.42,0.271,0.0114,0.65,57.6,15.79,4.99,63.0,37.9,medium,0.43,0.24,4.06,50.8,0.351,0.88,0.53,0.59,0.70,165,True,-28.691877466762485,122.421382403675,propylitic_volcanics,propylitic_halo,low_grade_halo,background
443726.6912489614,6812510.128649618,B_002_030,20.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.44,0.274,0.0121,0.64,55.9,16.13,6.05,63.2,42.5,medium,0.25,0.38,3.84,46.7,0.333,0.89,0.52,0.61,0.78,170,True,-28.691877466762485,122.42148480735,propylitic_volcanics,propylitic_halo,low_grade_halo,background
443736.6912489614,6812510.128649618,B_003_030,30.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.43,0.317,0.0127,0.75,56.4,15.95,5.77,62.5,36.5,medium,0.56,0.50,3.90,42.6,0.361,0.88,0.52,0.59,0.72,170,True,-28.691877466762485,122.421587211025,propylitic_volcanics,propylitic_halo,low_grade_halo,main_fault
443746.6912489614,6812510.128649618,B_004_030,40.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.45,0.317,0.0133,0.79,56.7,17.40,5.05,64.6,34.2,soft,0.59,0.50,4.21,38.5,0.372,0.87,0.51,0.58,0.75,170,True,-28.691877466762485,122.4216896147,propylitic_volcanics,propylitic_halo,low_grade_halo,main_fault
443756.6912489614,6812510.128649618,B_005_030,50.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.44,0.342,0.0134,0.81,57.5,16.39,4.92,37.4,31.5,soft,0.32,0.39,4.13,34.3,0.341,0.87,0.51,0.59,0.60,180,True,-28.691877466762485,122.421792018375,propylitic_volcanics,propylitic_halo,low_grade_halo,main_fault
443766.6912489614,6812510.128649618,B_006_030,60.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.42,0.368,0.0147,0.91,59.2,15.21,4.45,45.3,26.7,soft,0.39,0.66,4.75,30.2,0.372,0.87,0.53,0.57,0.64,175,True,-28.691877466762485,122.42189442205,propylitic_volcanics,propylitic_halo,low_grade_halo,main_fault
443776.6912489614,6812510.128649618,B_007_030,70.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.43,0.380,0.0150,0.96,58.9,14.85,4.77,41.1,24.4,soft,0.49,0.49,4.92,26.0,0.382,0.85,0.50,0.56,0.56,180,True,-28.691877466762485,122.421996825725,propylitic_volcanics,propylitic_halo,low_grade_halo,main_fault
443786.6912489614,6812510.128649618,B_008_030,80.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.41,0.404,0.0151,1.02,59.3,14.57,4.86,42.5,18.0,soft,0.49,0.43,5.54,21.8,0.385,0.85,0.49,0.54,0.56,180,True,-28.691877466762485,122.42209922940002,propylitic_volcanics,propylitic_halo,low_grade_halo,main_fault
443796.6912489614,6812510.128649618,B_009_030,90.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.44,0.372,0.0151,0.99,61.0,15.19,3.90,25.2,18.0,soft,0.79,0.72,5.76,17.6,0.428,0.84,0.48,0.52,0.48,190,True,-28.691877466762485,122.42220163307502,propylitic_volcanics,propylitic_halo,low_grade_halo,main_fault
443806.6912489614,6812510.128649618,B_010_030,100.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.40,0.366,0.0155,0.97,62.0,14.14,3.44,24.0,18.0,soft,0.75,0.80,6.15,13.4,0.443,0.83,0.48,0.50,0.50,190,True,-28.691877466762485,122.42230403675002,fault_breccia_gouge,argillic_fault_damage,low_grade_halo,main_fault
443816.6912489614,6812510.128649618,B_011_030,110.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.35,0.385,0.0163,1.02,63.3,13.80,3.13,24.0,18.0,soft,0.48,0.77,6.50,9.3,0.443,0.81,0.49,0.49,0.50,190,True,-28.691877466762485,122.42240644042502,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault
443826.6912489614,6812510.128649618,B_012_030,120.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.37,0.399,0.0163,1.05,63.6,13.11,3.91,24.0,18.0,soft,0.67,0.90,7.05,5.1,0.484,0.81,0.47,0.49,0.49,190,True,-28.691877466762485,122.42250884410002,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault
443836.6912489614,6812510.128649618,B_013_030,130.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.36,0.399,0.0164,1.10,65.9,13.79,3.10,24.0,18.0,soft,0.58,0.78,7.11,0.9,0.465,0.80,0.46,0.49,0.50,190,True,-28.691877466762485,122.42261124777502,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault
443846.6912489614,6812510.128649618,B_014_030,140.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.40,0.378,0.0150,1.05,63.2,14.02,3.18,24.0,18.0,soft,0.70,0.80,7.06,3.3,0.471,0.81,0.47,0.47,0.46,190,True,-28.691877466762485,122.42271365145002,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault
443856.6912489614,6812510.128649618,B_015_030,150.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.42,0.397,0.0163,1.13,62.5,14.18,2.63,24.0,18.0,soft,0.59,1.04,6.99,7.5,0.447,0.81,0.48,0.48,0.45,190,True,-28.691877466762485,122.42281605512504,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault
443866.6912489614,6812510.128649618,B_016_030,160.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.43,0.408,0.0171,1.13,62.3,13.91,3.28,24.0,18.0,soft,0.79,1.11,6.47,11.6,0.425,0.82,0.48,0.49,0.45,190,True,-28.691877466762485,122.42291845880004,fault_breccia_gouge,argillic_fault_damage,fault_damage_zone,main_fault
443876.6912489614,6812510.128649618,B_017_030,170.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.36,0.479,0.0196,1.30,61.8,14.10,4.33,26.1,18.0,soft,0.87,0.66,6.23,15.7,0.450,0.82,0.47,0.50,0.50,185,True,-28.691877466762485,122.42302086247504,propylitic_volcanics,propylitic_halo,low_grade_halo,main_fault
443886.6912489614,6812510.128649618,B_018_030,180.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.42,0.492,0.0206,1.35,58.9,13.35,4.43,26.1,25.2,soft,0.38,1.09,5.72,17.4,0.421,0.84,0.49,0.54,0.52,185,True,-28.691877466762485,122.42312326615004,propylitic_volcanics,propylitic_halo,low_grade_halo,cross_fault
443896.6912489614,6812510.128649618,B_019_030,190.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.44,0.482,0.0213,1.39,61.4,14.93,3.83,35.5,18.0,soft,0.42,1.05,5.77,7.5,0.434,0.85,0.49,0.53,0.56,190,True,-28.691877466762485,122.42322566982504,propylitic_volcanics,propylitic_halo,low_grade_halo,cross_fault
443906.6912489614,6812510.128649618,B_020_030,200.0,-150.0,200.0,185.0,RL185-200,waste,oxide,2.43,0.522,0.0236,1.47,60.6,13.37,3.90,26.4,18.0,soft,1.00,0.92,6.36,2.5,0.467,0.83,0.47,0.50,0.53,185,True,-28.691877466762485,122.42332807350004,propylitic_volcanics,propylitic_halo,low_grade_halo,cross_fault
443916.6912489614,6812510.128649618,B_021_030,210.0,-150.0,200.0,185.0,RL185-200,ore,oxide,2.47,0.608,0.0255,1.67,58.8,14.66,4.42,40.4,18.0,soft,0.79,1.24,5.79,12.4,0.429,0.84,0.51,0.52,0.57,185,True,-28.691877466762485,122.42343047717505,propylitic_volcanics,propylitic_halo,stockwork_ore,cross_fault
443926.6912489614,6812510.128649618,B_022_030,220.0,-150.0,200.0,185.0,RL185-200,ore,oxide,2.51,0.711,0.0281,1.82,56.8,16.53,5.18,54.2,33.6,soft,0.94,1.24,4.66,22.3,0.415,0.87,0.53,0.55,0.65,170,True,-28.691877466762485,122.42353288085005,propylitic_volcanics,propylitic_halo,stockwork_ore,cross_fault
443936.6912489614,6812510.128649618,B_023_030,230.0,-150.0,200.0,185.0,RL185-200,ore,oxide,2.51,0.705,0.0285,1.85,57.2,16.99,5.06,59.0,35.2,soft,0.66,1.52,4.85,32.2,0.413,0.86,0.52,0.57,0.73,165,True,-28.691877466762485,122.42363528452503,propylitic_volcanics,propylitic_halo,stockwork_ore,cross_fault
443946.6912489614,6812510.128649618,B_024_030,240.0,-150.0,200.0,185.0,RL185-200,ore,oxide,2.53,0.747,0.0294,1.93,55.5,16.48,5.25,59.2,34.4,soft,0.68,1.19,4.57,42.1,0.383,0.89,0.54,0.57,0.76,170,True,-28.691877466762485,122.42373768820003,propylitic_volcanics,propylitic_halo,stockwork_ore,background
443956.6912489614,6812510.128649618,B_025_030,250.0,-150.0,200.0,185.0,RL185-200,ore,transition,2.66,0.734,0.0476,2.03,51.1,19.39,6.26,100.7,48.0,medium,1.61,1.64,2.92,47.7,0.357,0.85,0.72,0.64,0.98,145,True,-28.691877466762485,122.42384009187504,propylitic_volcanics,propylitic_halo,stockwork_ore,background
443966.6912489614,6812510.128649618,B_026_030,260.0,-150.0,200.0,185.0,RL185-200,ore,transition,2.65,0.788,0.0494,2.23,50.2,17.82,6.42,96.0,51.5,medium,1.15,1.65,3.06,51.6,0.338,0.87,0.72,0.68,0.91,145,True,-28.691877466762485,122.42394249555004,propylitic_volcanics,propylitic_halo,stockwork_ore,background
