particle_id,column_id,layer,pre_x,pre_y,pre_z,pre_volume_m3,pre_cell_area_m2,z_fraction_from_floor,depth_fraction_from_top,pre_floor_z_m,pre_top_z_m,nearest_hole_id,nearest_hole_distance_m,lithology,mineral_domain,structure_domain,digability,coarse_risk,dx_m,dy_m,horizontal_displacement_m,throw_model_m,direction_x,direction_y,nearest_hole_index,nearest_hole_id_model,model_burden_m,model_spacing_m,model_energy_density_mj_m3,model_firing_time_ms,model_front_relief_norm,model_depth_fraction_from_top,model_back_relief_norm,model_row_throw_factor,model_face_factor,model_toe_factor,model_face_row_throw_multiplier,model_face_row_vertical_damping,model_lateral_spread_multiplier,model_depth_factor,model_vertical_heave_m,post_x,post_y,post_volume_m3,topo_i,topo_j,post_z,post_floor_z_m,post_surface_z_m,post_muckpile_height_m
2209,277,1,363464.942738142,6591722.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-010,1.6476526649470515,propylitic_volcanics,waste,background,hard,bad,7.7449345874444635,2.2817398094153356,8.074054020234462,8.179003517502796,0.9582031010884253,0.2860888272277073,9,5-H-010,7.0,8.0,1.79,616.9954506936066,0.28513811415368806,0.9375,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.9848687366886018,1.4483261999166772,0.848245910672198,1.1556452198233866,1.0339185872506822,1.537997703400693,363472.68767272943,6591724.840710962,9.15,11,11,185.7696854687016,185.0,197.26329829574766,12.263298295747648
2210,277,2,363464.942738142,6591722.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-010,1.6476526649470515,propylitic_volcanics,waste,background,hard,bad,7.4784528442654095,1.8589735345071983,7.7060391606777845,7.997776259849684,0.9573392802494588,0.2889662653173346,9,5-H-010,7.0,8.0,1.79,616.9954506936066,0.28513811415368806,0.8125,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.8774689157719662,1.4145159103813896,0.864794676421401,1.138672126747281,1.0351749372958736,1.5884998830027666,363472.42119098624,6591724.417944687,9.15,11,11,188.94157952363668,185.0,197.26329829574766,12.263298295747648
2211,277,3,363464.942738142,6591722.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-010,1.6476526649470515,propylitic_volcanics,waste,background,hard,bad,7.039911510961191,2.630483428280922,7.515304195348611,7.60799204438653,0.9558970514492403,0.2937019356944186,9,5-H-010,7.0,8.0,1.79,616.9954506936066,0.28513811415368806,0.6875,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.700306794437507,1.3587439121985134,0.892092808025098,1.1106740430511814,1.025143762408634,1.6597862866295916,363471.9826496529,6591725.189454581,9.15,10,11,190.37800889326542,185.0,199.817123469128,14.817123469127997
2212,277,4,363464.942738142,6591722.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-010,1.6476526649470515,propylitic_volcanics,waste,background,hard,bad,6.61609902423967,2.833412397389598,7.1972906091268944,7.1353863299533895,0.9541921117242694,0.29919460878027065,9,5-H-010,7.0,8.0,1.79,616.9954506936066,0.28513811415368806,0.5625,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.4941770125291821,1.2938526717040273,0.9238544389628529,1.0780980113201508,1.0096828975908612,1.7407770631642887,363471.55883716623,6591725.39238355,9.15,10,11,191.51918525778493,185.0,199.817123469128,14.817123469127997
2213,277,5,363464.942738142,6591722.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-010,1.6476526649470515,propylitic_volcanics,waste,background,hard,bad,6.413012850110501,2.995773228468336,7.078233611014121,6.691277937504708,0.9525333841368686,0.3044341506874099,9,5-H-010,7.0,8.0,1.79,616.9954506936066,0.28513811415368806,0.4375,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.29687615478759505,1.2317408444321591,0.954255659830965,1.046917271968241,0.9945853590204629,1.820677822089923,363471.3557509921,6591725.554744381,9.15,10,11,193.3346544172997,185.0,199.817123469128,14.817123469127997
2214,277,6,363464.942738142,6591722.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-010,1.6476526649470515,propylitic_volcanics,waste,background,hard,bad,5.266178971436826,2.847734150559725,5.986838126379195,6.358709333855263,0.9511880298546112,0.30861194380856877,9,5-H-010,7.0,8.0,1.79,616.9954506936066,0.28513811415368806,0.3125,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.13907239614434003,1.182063007691384,0.9785709465217874,1.0219785163879103,0.9848740209318504,1.890263739605789,363470.2089171134,6591725.406705303,9.15,10,11,196.33637003852613,185.0,199.817123469128,14.817123469127997
2215,277,7,363464.942738142,6591722.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-010,1.6476526649470515,propylitic_volcanics,waste,background,hard,bad,6.049113537318201,1.4166526896404013,6.21278354929831,6.185689722139752,0.9503356686247498,0.3112267934152679,9,5-H-010,7.0,8.0,1.79,616.9954506936066,0.28513811415368806,0.1875,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.0400800265017407,1.1508994484709412,0.993824245104524,1.0063341075851036,0.9840180952317749,1.9432828289674402,363470.9918516793,6591723.975623842,9.15,10,10,193.85738070257813,185.0,197.56517498741798,12.565174987417963
2216,277,8,363464.942738142,6591722.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-010,1.6476526649470515,propylitic_volcanics,waste,background,hard,bad,5.8484336194063,1.9323284090580195,6.159388677543784,6.1768864781843895,0.9500089618769503,0.3122226326733526,9,5-H-010,7.0,8.0,1.79,616.9954506936066,0.28513811415368806,0.0625,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.002333657639698224,1.139016601281447,0.9996404169644921,1.0003688031133413,0.9928688848690186,1.9783483252066827,363470.7911717614,6591724.491299562,9.15,10,11,198.43267514432088,185.0,199.817123469128,14.817123469127997
2217,278,1,363464.942738142,6591724.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-010,3.426754136833338,propylitic_volcanics,waste,background,hard,bad,7.372508983751951,1.7261772962248512,7.571893869667308,7.8502089541221824,0.9560851025287773,0.29308919584750537,9,5-H-010,7.0,8.0,1.79,638.1451071450787,0.28513811415368806,0.9375,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.9848687366886018,1.4483261999166772,0.848245910672198,1.1556452198233866,1.0339185872506822,1.537997703400693,363472.31524712575,6591726.285148449,9.15,11,12,187.33994075125509,185.0,198.75187133074954,13.75187133074954
2218,278,2,363464.942738142,6591724.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-010,3.426754136833338,propylitic_volcanics,waste,background,hard,bad,7.862401709890183,2.047309421537143,8.124582236349069,7.676267001693017,0.9551783338414757,0.29603099594438126,9,5-H-010,7.0,8.0,1.79,638.1451071450787,0.28513811415368806,0.8125,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.8774689157719662,1.4145159103813896,0.864794676421401,1.138672126747281,1.0351749372958736,1.5884998830027666,363472.8051398519,6591726.606280575,9.15,11,12,189.07942398908452,185.0,198.75187133074954,13.75187133074954
2219,278,3,363464.942738142,6591724.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-010,3.426754136833338,propylitic_volcanics,waste,background,hard,bad,7.021602352809311,1.9621952986241065,7.290617943008659,7.302152046019469,0.9536645245168572,0.3008720237543474,9,5-H-010,7.0,8.0,1.79,638.1451071450787,0.28513811415368806,0.6875,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.700306794437507,1.3587439121985134,0.892092808025098,1.1106740430511814,1.025143762408634,1.6597862866295916,363471.9643404948,6591726.521166451,9.15,10,12,190.2989392796475,185.0,201.24038645201102,16.240386452011013
2220,278,4,363464.942738142,6591724.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-010,3.426754136833338,propylitic_volcanics,waste,background,hard,bad,6.667964791139964,1.0932208034497704,6.756987951815334,6.848545001680515,0.9518751704253903,0.30648598651102194,9,5-H-010,7.0,8.0,1.79,638.1451071450787,0.28513811415368806,0.5625,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.4941770125291821,1.2938526717040273,0.9238544389628529,1.0780980113201508,1.0096828975908612,1.7407770631642887,363471.6107029331,6591725.6521919565,9.15,10,11,192.91263292068828,185.0,199.817123469128,14.817123469127997
2221,278,5,363464.942738142,6591724.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-010,3.426754136833338,propylitic_volcanics,waste,background,hard,bad,6.466967783880072,2.202337016509602,6.831687979703928,6.4222896917835595,0.9501345338309739,0.31184029185113,9,5-H-010,7.0,8.0,1.79,638.1451071450787,0.28513811415368806,0.4375,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.29687615478759505,1.2317408444321591,0.954255659830965,1.046917271968241,0.9945853590204629,1.820677822089923,363471.40970592585,6591726.761308169,9.15,10,12,193.83017711231514,185.0,201.24038645201102,16.240386452011013
2222,278,6,363464.942738142,6591724.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-010,3.426754136833338,propylitic_volcanics,waste,background,hard,bad,6.144814468139998,1.6063845348214745,6.3513160936593485,6.103090289968667,0.9487229053292642,0.31610891936735985,9,5-H-010,7.0,8.0,1.79,638.1451071450787,0.28513811415368806,0.3125,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.13907239614434003,1.182063007691384,0.9785709465217874,1.0219785163879103,0.9848740209318504,1.890263739605789,363471.08755261014,6591726.165355687,9.15,10,12,195.46805511176748,185.0,201.24038645201102,16.240386452011013
2223,278,7,363464.942738142,6591724.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-010,3.426754136833338,propylitic_volcanics,waste,background,hard,bad,5.733227488894207,1.970355262019327,6.06235905386504,5.937026037493258,0.9478286307470853,0.3187803110860289,9,5-H-010,7.0,8.0,1.79,638.1451071450787,0.28513811415368806,0.1875,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.0400800265017407,1.1508994484709412,0.993824245104524,1.0063341075851036,0.9840180952317749,1.9432828289674402,363470.67596563086,6591726.529326415,9.15,10,12,196.53158726131605,185.0,201.24038645201102,16.240386452011013
2224,278,8,363464.942738142,6591724.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-010,3.426754136833338,propylitic_volcanics,waste,background,hard,bad,5.842992623821201,1.4748492235279944,6.026254478046051,5.9285766824617046,0.947485874384225,0.3197976201324213,9,5-H-010,7.0,8.0,1.79,638.1451071450787,0.28513811415368806,0.0625,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.002333657639698224,1.139016601281447,0.9996404169644921,1.0003688031133413,0.9928688848690186,1.9783483252066827,363470.7857307658,6591726.033820376,9.15,10,12,199.1864167981006,185.0,201.24038645201102,16.240386452011013
2225,279,1,363464.942738142,6591726.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-017,2.6981569364361873,propylitic_volcanics,stockwork_ore,background,hard,bad,7.884799548582877,-0.0020175727862448683,7.88479980671245,7.9195952751762695,0.9898019714069959,0.142450192694937,16,5-H-017,7.000000000000002,8.000000000000002,1.7900000000000003,662.1402735491921,0.28513811415368806,0.9375,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.9848687366886018,1.4483261999166772,0.848245910672198,1.1556452198233866,1.0339185872506822,1.5379977034006935,363472.8275376906,6591726.55695358,9.15,11,12,186.03374724374362,185.0,198.75187133074954,13.75187133074954
2226,279,2,363464.942738142,6591726.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-017,2.6981569364361873,propylitic_volcanics,stockwork_ore,background,hard,bad,8.271058202678592,1.2640697637514788,8.367094845866607,7.744115886963347,0.9895883580511342,0.14392665357625736,16,5-H-017,7.000000000000002,8.000000000000002,1.7900000000000003,662.1402735491921,0.28513811415368806,0.8125,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.8774689157719662,1.4145159103813896,0.864794676421401,1.138672126747281,1.0351749372958736,1.588499883002767,363473.21379634464,6591727.823040917,9.15,11,12,187.76387279267482,185.0,198.75187133074954,13.75187133074954
2227,279,3,363464.942738142,6591726.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-017,2.6981569364361873,propylitic_volcanics,stockwork_ore,background,hard,bad,7.524419676499097,1.5918488128231005,7.690960545404786,7.366694209064033,0.9892312727050523,0.14636081819374544,16,5-H-017,7.000000000000002,8.000000000000002,1.7900000000000003,662.1402735491921,0.28513811415368806,0.6875,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.700306794437507,1.3587439121985134,0.892092808025098,1.1106740430511814,1.025143762408634,1.659786286629592,363472.4671578185,6591728.150819966,9.15,11,13,189.00856361512842,185.0,198.140237053206,13.140237053205983
2228,279,4,363464.942738142,6591726.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-017,2.6981569364361873,propylitic_volcanics,stockwork_ore,background,hard,bad,6.567853141179359,1.0770498179093186,6.655578952604955,6.909077828897863,0.9888084210751477,0.1491908388972778,16,5-H-017,7.000000000000002,8.000000000000002,1.7900000000000003,662.1402735491921,0.28513811415368806,0.5625,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.4941770125291821,1.2938526717040273,0.9238544389628529,1.0780980113201508,1.0096828975908612,1.7407770631642892,363471.51059128315,6591727.6360209705,9.15,10,12,190.76809391933773,185.0,201.24038645201102,16.240386452011013
2229,279,5,363464.942738142,6591726.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-017,2.6981569364361873,propylitic_volcanics,stockwork_ore,background,hard,bad,5.956227720822176,2.2176536880247544,6.355677504585985,6.479054939315275,0.9883962640608446,0.15189741666850384,16,5-H-017,7.000000000000002,8.000000000000002,1.7900000000000003,662.1402735491921,0.28513811415368806,0.4375,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.29687615478759505,1.2317408444321591,0.954255659830965,1.046917271968241,0.9945853590204629,1.8206778220899233,363470.8989658628,6591728.776624841,9.15,10,13,193.4797101625857,185.0,199.34762812270978,14.34762812270979
2230,279,6,363464.942738142,6591726.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-017,2.6981569364361873,propylitic_volcanics,stockwork_ore,background,hard,bad,6.2098569450874646,1.0727433679582916,6.30183319455137,6.1570342021316,0.9880614063447888,0.15406056371426863,16,5-H-017,7.000000000000002,8.000000000000002,1.7900000000000003,662.1402735491921,0.28513811415368806,0.3125,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.13907239614434003,1.182063007691384,0.9785709465217874,1.0219785163879103,0.9848740209318504,1.8902637396057895,363471.1525950871,6591727.631714521,9.15,10,12,196.3089942419731,185.0,201.24038645201102,16.240386452011013
2231,279,7,363464.942738142,6591726.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-017,2.6981569364361873,propylitic_volcanics,stockwork_ore,background,hard,bad,5.852301691754804,1.2347455580483384,5.981139664347944,5.989502143180567,0.9878489871642241,0.15541678982213145,16,5-H-017,7.000000000000002,8.000000000000002,1.7900000000000003,662.1402735491921,0.28513811415368806,0.1875,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.0400800265017407,1.1508994484709412,0.993824245104524,1.0063341075851036,0.9840180952317749,1.9432828289674406,363470.79503983376,6591727.793716711,9.15,10,12,198.50798740122502,185.0,201.24038645201102,16.240386452011013
2232,279,8,363464.942738142,6591726.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-017,2.6981569364361873,propylitic_volcanics,stockwork_ore,background,hard,bad,5.713261239971729,0.2489499026265839,5.718682544973193,5.980978106103688,0.9877675122344096,0.15593377368051253,16,5-H-017,7.000000000000002,8.000000000000002,1.7900000000000003,662.1402735491921,0.28513811415368806,0.0625,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.002333657639698224,1.139016601281447,0.9996404169644921,1.0003688031133413,0.9928688848690186,1.9783483252066831,363470.65599938197,6591726.807921056,9.15,10,12,198.41071221169523,185.0,201.24038645201102,16.240386452011013
2233,280,1,363464.942738142,6591728.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-017,0.839008620465551,propylitic_volcanics,stockwork_ore,background,hard,bad,8.631815364993233,0.1355818182061919,8.63288010601105,8.298425812460312,0.9880372258133603,0.154215564736634,16,5-H-017,7.000000000000001,8.0,1.79,681.788093114702,0.28513811415368806,0.9375,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.9848687366886018,1.4483261999166772,0.848245910672198,1.1556452198233866,1.0339185872506822,1.5379977034006933,363473.574553507,6591728.694552971,9.15,11,13,187.652924667606,185.0,198.140237053206,13.140237053205983
2234,280,2,363464.942738142,6591728.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-017,0.839008620465551,propylitic_volcanics,stockwork_ore,background,hard,bad,7.94383569852001,1.9854849242389516,8.188203465318937,8.114552440892288,0.9877868333320883,0.15581133429813496,16,5-H-017,7.000000000000001,8.0,1.79,681.788093114702,0.28513811415368806,0.8125,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.8774689157719662,1.4145159103813896,0.864794676421401,1.138672126747281,1.0351749372958736,1.5884998830027668,363472.8865738405,6591730.544456077,9.15,11,14,187.20184533764754,185.0,197.2887205488916,12.288720548891602
2235,280,3,363464.942738142,6591728.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-017,0.839008620465551,propylitic_volcanics,stockwork_ore,background,hard,bad,8.059531995739887,0.4994789576740692,8.074994440834876,7.719076954426594,0.9873682950369105,0.15844194506476003,16,5-H-017,7.000000000000001,8.0,1.79,681.788093114702,0.28513811415368806,0.6875,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.700306794437507,1.3587439121985134,0.892092808025098,1.1106740430511814,1.025143762408634,1.6597862866295918,363473.0022701377,6591729.05845011,9.15,11,13,189.46699098625263,185.0,198.140237053206,13.140237053205983
2236,280,4,363464.942738142,6591728.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-017,0.839008620465551,propylitic_volcanics,stockwork_ore,background,hard,bad,7.350324162407641,0.5996879609529876,7.3747468392471305,7.239570685554658,0.9868727195138897,0.1614999550441411,16,5-H-017,7.000000000000001,8.0,1.79,681.788093114702,0.28513811415368806,0.5625,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.4941770125291821,1.2938526717040273,0.9238544389628529,1.0780980113201508,1.0096828975908612,1.740777063164289,363472.2930623044,6591729.158659114,9.15,11,13,190.51663875711523,185.0,198.140237053206,13.140237053205983
2237,280,5,363464.942738142,6591728.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-017,0.839008620465551,propylitic_volcanics,stockwork_ore,background,hard,bad,6.569225330843447,1.095844643545202,6.659999769533172,6.78897783038107,0.9863897281278639,0.16442415955034964,16,5-H-017,7.000000000000001,8.0,1.79,681.788093114702,0.28513811415368806,0.4375,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.29687615478759505,1.2317408444321591,0.954255659830965,1.046917271968241,0.9945853590204629,1.8206778220899231,363471.5119634728,6591729.654815796,9.15,10,13,193.42903536624567,185.0,199.34762812270978,14.34762812270979
2238,280,6,363464.942738142,6591728.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-017,0.839008620465551,propylitic_volcanics,stockwork_ore,background,hard,bad,6.455521842235876,1.0273968691589066,6.536765758564552,6.451553365526326,0.9859973580663216,0.16676093633172592,16,5-H-017,7.000000000000001,8.0,1.79,681.788093114702,0.28513811415368806,0.3125,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.13907239614434003,1.182063007691384,0.9785709465217874,1.0219785163879103,0.9848740209318504,1.8902637396057893,363471.3982599842,6591729.586368022,9.15,10,13,195.55795902770888,185.0,199.34762812270978,14.34762812270979
2239,280,7,363464.942738142,6591728.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-017,0.839008620465551,propylitic_volcanics,stockwork_ore,background,hard,bad,6.184697682751394,0.4586034079188358,6.201677395091204,6.276007480401162,0.9857484730715589,0.168225883374379,16,5-H-017,7.000000000000001,8.0,1.79,681.788093114702,0.28513811415368806,0.1875,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.0400800265017407,1.1508994484709412,0.993824245104524,1.0063341075851036,0.9840180952317749,1.9432828289674404,363471.1274358247,6591729.017574561,9.15,10,13,196.5676069610906,185.0,199.34762812270978,14.34762812270979
2240,280,8,363464.942738142,6591728.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-017,0.839008620465551,propylitic_volcanics,stockwork_ore,background,hard,bad,6.116247842269459,0.8531717314286534,6.175466757369421,6.267075699565487,0.985653015052206,0.16878428220215214,16,5-H-017,7.000000000000001,8.0,1.79,681.788093114702,0.28513811415368806,0.0625,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.002333657639698224,1.139016601281447,0.9996404169644921,1.0003688031133413,0.9928688848690186,1.978348325206683,363471.05898598424,6591729.412142884,9.15,10,13,198.9822391827428,185.0,199.34762812270978,14.34762812270979
2241,281,1,363464.942738142,6591730.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-017,1.4587049313662797,propylitic_volcanics,stockwork_ore,background,hard,bad,7.4934103943534645,3.271791009423342,8.176540573344449,8.048030278696867,0.9601647812113373,0.27943441613621023,16,5-H-017,7.0,8.0,1.79,739.206788192255,0.28513811415368806,0.9375,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.9848687366886018,1.4483261999166772,0.848245910672198,1.1556452198233866,1.0339185872506822,1.537997703400693,363472.43614853633,6591733.830762162,9.15,11,15,186.81893027723592,185.0,198.12231358489407,13.122313584894073
2242,281,2,363464.942738142,6591730.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-017,1.4587049313662797,propylitic_volcanics,stockwork_ore,background,hard,bad,8.000245578236195,1.3334505679994393,8.110611550887258,7.8697050763912,0.959340809711948,0.2822502627478386,16,5-H-017,7.0,8.0,1.79,739.206788192255,0.28513811415368806,0.8125,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.8774689157719662,1.4145159103813896,0.864794676421401,1.138672126747281,1.0351749372958736,1.5884998830027666,363472.9429837202,6591731.892421721,9.15,11,14,188.2106431379027,185.0,197.2887205488916,12.288720548891602
2243,281,3,363464.942738142,6591730.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-017,1.4587049313662797,propylitic_volcanics,stockwork_ore,background,hard,bad,7.451562088764892,1.3273118735896894,7.5688529099521,7.486162611652982,0.9579650079911213,0.28688507013187536,16,5-H-017,7.0,8.0,1.79,739.206788192255,0.28513811415368806,0.6875,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.700306794437507,1.3587439121985134,0.892092808025098,1.1106740430511814,1.025143762408634,1.6597862866295916,363472.3943002307,6591731.886283026,9.15,11,14,189.1987128523402,185.0,197.2887205488916,12.288720548891602
2244,281,4,363464.942738142,6591730.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-017,1.4587049313662797,propylitic_volcanics,stockwork_ore,background,hard,bad,6.871862409030049,2.9635250363614043,7.483647079451377,7.021124897522696,0.9563384229073374,0.2922615624250081,16,5-H-017,7.0,8.0,1.79,739.206788192255,0.28513811415368806,0.5625,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.4941770125291821,1.2938526717040273,0.9238544389628529,1.0780980113201508,1.0096828975908612,1.7407770631642887,363471.81460055104,6591733.522496189,9.15,10,15,191.7181801205096,185.0,199.51582465764812,14.51582465764813
2245,281,5,363464.942738142,6591730.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-017,1.4587049313662797,propylitic_volcanics,stockwork_ore,background,hard,bad,6.570069862613189,2.326132954193223,6.969699600427681,6.584128167810853,0.954755743183353,0.2973911075644381,16,5-H-017,7.0,8.0,1.79,739.206788192255,0.28513811415368806,0.4375,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.29687615478759505,1.2317408444321591,0.954255659830965,1.046917271968241,0.9945853590204629,1.820677822089923,363471.51280800457,6591732.885104107,9.15,10,15,192.62768131273876,185.0,199.51582465764812,14.51582465764813
2246,281,6,363464.942738142,6591730.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-017,1.4587049313662797,propylitic_volcanics,stockwork_ore,background,hard,bad,5.9398845469617525,1.5085740181116583,6.128460165437692,6.256885101319071,0.9534719345484859,0.3014817905419295,16,5-H-017,7.0,8.0,1.79,739.206788192255,0.28513811415368806,0.3125,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.13907239614434003,1.182063007691384,0.9785709465217874,1.0219785163879103,0.9848740209318504,1.890263739605789,363470.88262268895,6591732.067545171,9.15,10,15,194.26162547215833,185.0,199.51582465764812,14.51582465764813
2247,281,7,363464.942738142,6591730.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-017,1.4587049313662797,propylitic_volcanics,stockwork_ore,background,hard,bad,5.501735513017976,0.7434085061316288,5.551733950955506,6.086636113051127,0.9526585026900157,0.30404239384075593,16,5-H-017,7.0,8.0,1.79,739.206788192255,0.28513811415368806,0.1875,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.0400800265017407,1.1508994484709412,0.993824245104524,1.0063341075851036,0.9840180952317749,1.9432828289674402,363470.444473655,6591731.302379658,9.15,10,14,194.7821952246991,185.0,197.89263406936578,12.892634069365782
2248,281,8,363464.942738142,6591730.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-017,1.4587049313662797,propylitic_volcanics,stockwork_ore,background,hard,bad,6.1371119949016295,1.4913458691690356,6.315715014109884,6.07797383851464,0.9523467042633563,0.3050176304391653,16,5-H-017,7.0,8.0,1.79,739.206788192255,0.28513811415368806,0.0625,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.002333657639698224,1.139016601281447,0.9996404169644921,1.0003688031133413,0.9928688848690186,1.9783483252066827,363471.0798501369,6591732.050317022,9.15,10,15,197.037336565599,185.0,199.51582465764812,14.51582465764813
2249,282,1,363464.942738142,6591732.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-017,3.3987798823061635,propylitic_volcanics,stockwork_ore,background,hard,bad,7.131775381010038,2.9480871587614237,7.717087402695066,7.68023541034318,0.9573939525061379,0.28878507528034586,16,5-H-017,7.0,8.0,1.7900000000000003,762.0730175250786,0.28513811415368806,0.9375,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.9848687366886018,1.4483261999166772,0.848245910672198,1.1556452198233866,1.0339185872506822,1.537997703400693,363472.07451352297,6591735.507058311,9.15,11,16,187.36039243382587,185.0,199.08339696628167,14.083396966281663
2250,282,2,363464.942738142,6591732.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-017,3.3987798823061635,propylitic_volcanics,stockwork_ore,background,hard,bad,6.719401080745498,2.5671022371695575,7.19307755971008,7.510059667226273,0.9565137146753884,0.2916873559787768,16,5-H-017,7.0,8.0,1.7900000000000003,762.0730175250786,0.28513811415368806,0.8125,0.7148618858463119,0.7458368097493152,0.19754563987215756,0.8774689157719662,1.4145159103813896,0.864794676421401,1.138672126747281,1.0351749372958736,1.5884998830027666,363471.6621392227,6591735.12607339,9.15,10,16,187.56384603974013,185.0,201.4942760292882,16.494276029288173
