Date,Time,Date Time,Pre_Leach_Density_pct_w_w,Leach_Tank_01_Density_pct_w_w,Leach_Tank_01_pH,Leach_Tank_01_CN_ppm,Leach_Tank_01_DO_ppm,Leach_Tank_02_Density_pct_w_w,Leach_Tank_02_pH,Leach_Tank_02_CN_ppm,Leach_Tank_02_DO_ppm,CIL_Tank_01_Density_pct_w_w,CIL_Tank_01_pH,CIL_Tank_01_CN_ppm,CIL_Tank_01_DO_ppm,CIL_Tank_01_Carbon_gpl,CIL_Tank_02_Density_pct_w_w,CIL_Tank_02_pH,CIL_Tank_02_CN_ppm,CIL_Tank_02_DO_ppm,CIL_Tank_02_Carbon_gpl,CIL_Tank_03_Density_pct_w_w,CIL_Tank_03_pH,CIL_Tank_03_CN_ppm,CIL_Tank_03_DO_ppm,CIL_Tank_03_Carbon_gpl,CIL_Tank_04_Density_pct_w_w,CIL_Tank_04_pH,CIL_Tank_04_CN_ppm,CIL_Tank_04_DO_ppm,CIL_Tank_04_Carbon_gpl,CIL_Tank_05_Density_pct_w_w,CIL_Tank_05_pH,CIL_Tank_05_CN_ppm,CIL_Tank_05_DO_ppm,CIL_Tank_05_Carbon_gpl,CIL_Tank_06_Density_pct_w_w,CIL_Tank_06_pH,CIL_Tank_06_CN_ppm,CIL_Tank_06_DO_ppm,CIL_Tank_06_Carbon_gpl,Tailing_Density_pct_w_w,Tailing_CN_ppm,DO_Purity_pct_w_w,DO_Flow
2025-01-28,1900-01-27 08:00:00,2025-01-28 08:00:00,37,39,11,200,7.6,38,10.8,250,7.2,36,10.8,0,7,17.3,38,10.7,0,6.8,14.42,36,10.7,0,5.9,14.03,36,10.6,0,6,14.23,37,10.5,0,5.8,12.88,36,10.5,250,6,11.53,30,200,58.9111328125,385.55977465311685
2025-01-28,1900-01-27 10:00:00,2025-01-28 10:00:00,38,39,11.1,400,8.9,39,11,450,8.6,39,10.8,0,7.4,16.92,38,10.8,0,6.9,14.03,36,10.7,0,7,14.42,35,10.5,0,6.4,13.46,36,10.5,0,6.1,13.07,34,10.5,270,6.7,11.73,28,220,58.6263008117676,382.9056948343913
2025-01-28,1900-01-27 12:00:00,2025-01-28 12:00:00,36,37,10.7,300,8.9,39,11.1,300,8.4,38,10.8,0,7.1,17.3,38,10.8,0,6.6,14.42,37,10.8,0,6.8,14.03,36,10.6,0,6.7,14.23,36,10.6,0,6.2,12.88,35,10.5,290,5.9,11.53,29,210,59.0006523132324,384.9432147979736
2025-01-28,1900-01-27 14:00:00,2025-01-28 14:00:00,38,39,10.9,300,8.6,38,10.9,300,7.2,37,10.8,0,7,17.1,37,10.7,0,6.8,13.46,36,10.7,0,5.9,14.23,36,10.7,0,6,13.46,36,10.6,0,5.8,12.5,35,10.5,300,6,10.57,27,200,58.3414726257324,386.2185333251953
2025-01-28,1900-01-27 16:00:00,2025-01-28 16:00:00,37,37,10.2,300,8.7,36,10.7,300,8.8,36,10.6,0,6.9,17.3,34,10.7,0,7.1,14.42,36,10.7,0,7,13.46,35,10.5,0,6.5,13.46,35,10.5,0,6,13.84,33,10.4,270,6.1,11.53,28,200,58.0078125,384.23804054260256
2025-01-28,1900-01-27 18:00:00,2025-01-28 18:00:00,37,38,10.6,350,7.9,37,10.8,300,8.2,37,10.7,0,6.8,17.1,35,10.7,0,6.6,14.09,35,10.6,0,6.7,14.03,34,10.5,0,6.4,13.46,35,10.5,0,6.8,12.5,34,10.5,270,5.9,11.73,30,190,57.9549140930176,389.8542386372884
2025-01-28,1900-01-27 20:00:00,2025-01-28 20:00:00,35,37,10.3,250,7.3,36,10.5,250,8.4,38,10.6,0,6.9,15.3,38,10.6,0,6.6,14.2,36,10.6,0,6.2,14.2,36,10.5,0,6,13.4,39,10.5,0,6.1,12.5,38,10.5,280,6,10.3,30,200,57.5113945007324,390.5888303120931
2025-01-28,1900-01-27 22:00:00,2025-01-28 22:00:00,33,38,10.3,200,7.1,35,10.6,200,8.4,37,10.6,0,6.7,15.9,37,10.6,0,6.5,14.2,37,10.6,0,6,14.2,36,10.6,0,5.9,13.6,35,10.6,200,6.2,11.3,0,0,0,0,0,29,190,57.9427070617676,390.22653834025067
2025-01-28,1900-01-28 00:00:00,2025-01-29 00:00:00,37,37,10.6,350,7.4,38,10.6,300,8,38,10.6,0,6.4,15.9,37,10.6,0,6.5,14.2,38,10.6,0,6.1,13.2,36,10.6,0,5.7,13.6,36,10.6,0,5.9,11.3,37,10.6,300,5.6,10.7,31,220,57.9752616882324,388.8738182067871
2025-01-28,1900-01-28 02:00:00,2025-01-29 02:00:00,36,37,10.5,350,7.1,37,10.5,300,7.9,38,10.5,0,6.1,15.3,37,10.6,0,6.7,14.4,36,10.6,0,6.1,14.2,35,10.6,0,5.4,13.6,38,10.6,0,5.7,12.5,36,10.5,290,5.2,10.3,31,220,58.0322265625,387.8661506652832
2025-01-28,1900-01-28 04:00:00,2025-01-29 04:00:00,38,35,10.2,300,7.4,36,10.9,300,8.4,35,10.4,0,6.1,16.3,36,10.5,0,6.6,14.4,36,10.6,0,6.6,13.4,36,10.6,0,6.1,12.8,36,10.6,0,6.1,12.8,34,10.5,300,5.9,11.1,30,210,58.8582344055176,386.4778643290202
2025-01-29,1900-01-28 06:00:00,2025-01-29 06:00:00,42,36,10.4,300,7.7,37,10.5,300,8.2,37,10.5,0,6.3,16.3,36,10.6,0,6.6,14.2,36,10.6,0,6.4,13.4,35,10.6,0,6.3,13.4,37,10.6,0,6,12.5,34,10.5,300,5.7,11.1,28,200,58.4025077819824,388.22241566975913
2025-01-29,1900-01-28 08:00:00,2025-01-29 08:00:00,40,39,10.8,350,7,37,10.5,350,8.2,38,10.4,0,7.4,16.34,37,10.5,0,6.1,13.84,38,10.6,0,6.6,13.46,39,10.6,0,5.8,14.42,36,10.6,0,5.9,13.84,38,10.6,200,5.2,9.01,29,160,58.77685546875,387.21788228352864
2025-01-29,1900-01-28 10:00:00,2025-01-29 10:00:00,41,38,10.4,300,8.1,39,10.5,250,7.8,37,10.4,0,7.2,16.73,37,10.4,0,6,14.46,37,10.5,0,6,13.07,37,10.5,0,6.2,14.61,36,10.5,0,6.1,13.26,37,10.5,200,5.3,10.59,30,170,59.3302421569824,386.4858220418294
2025-01-29,1900-01-28 12:00:00,2025-01-29 12:00:00,40,38,10.5,300,8.2,39,10.5,250,7.7,38,10.4,0,7.5,18.34,37,10.4,0,6.5,13.84,37,10.5,0,6.2,13.46,37,10.5,0,6.3,14.42,36,10.5,0,6,13.84,36,10.5,200,5.5,9.01,30,170,58.642578125,385.6966143290202
2025-01-29,1900-01-28 14:00:00,2025-01-29 14:00:00,40,39,10,200,7,37,10.1,200,8.2,36,10.4,0,7.4,16.34,36,10.3,0,6.2,13.46,36,10.3,0,6.4,13.46,35,10.3,0,6,14.8,35,10.3,0,6.1,13.84,36,10.4,370,5.8,10,28,200,58.87451171875,387.1823155721029
2025-01-29,1900-01-28 16:00:00,2025-01-29 16:00:00,44,40,10.2,300,6.5,38,10,250,7.7,35,10.4,0,6.9,8.26,36,10.3,0,6.7,14.42,34,10.4,0,6.1,13.46,37,10.3,0,6,12.5,36,10.4,0,5.8,13.84,35,10.5,250,4.9,10.57,27,180,58.7931327819824,380.3204577763875
2025-01-29,1900-01-28 18:00:00,2025-01-29 18:00:00,43,38,10.3,300,6.5,38,10.2,300,7.2,38,10.2,0,6.8,6.34,37,10.3,0,6.4,13.89,34,10.4,0,6.2,14.07,37,10.4,0,6.2,14.61,36,10.5,0,5.7,13.84,35,10.5,250,4.8,10.57,28,180,58.7361640930176,384.2374375661214
2025-01-29,1900-01-28 20:00:00,2025-01-29 20:00:00,40,39,10.2,300,7.8,39,10.1,300,7.8,36,10.2,0,8,9.8,36,10.2,0,7.7,14.4,35,10.3,0,7.5,13.46,34,10.4,0,7.5,12.5,35,10.4,0,7.6,13.46,37,10.4,280,7.4,12.8,31,210,58.4554023742676,384.72415211995445
2025-01-29,1900-01-28 22:00:00,2025-01-29 22:00:00,41,39,10.2,300,7.9,40,10,300,7.8,36,10.1,0,7.9,10.5,35,10.2,0,7.2,8.6,35,10.3,0,7,13.46,34,10.4,0,7.2,12.3,34,10.4,0,7.1,13.46,35,10.1,270,5.9,12.11,30,210,59.2854804992676,385.4495798746745
2025-01-29,1900-01-29 00:00:00,2025-01-30 00:00:00,44,42,10.7,350,7.5,41,10.3,300,7.6,38,10.3,0,7.6,14.4,36,10.3,0,7.7,4.8,36,10.4,0,7,13.65,35,10.5,0,7.4,12.69,35,10.5,0,7.1,13.84,36,10.5,300,7,12.11,31,240,59.4278984069824,378.4139902750651
2025-01-29,1900-01-29 02:00:00,2025-01-30 02:00:00,41,41,10.6,350,7.5,40,10.2,300,7.4,36,10.1,0,7.7,17.3,38,10.2,0,7.4,5.7,37,10.4,0,7,10.57,36,10.4,0,7.2,13.26,35,10.5,0,7,13.46,34,10.4,300,7,11.53,30,230,60.2010078430176,374.4510752360026
2025-01-29,1900-01-29 04:00:00,2025-01-30 04:00:00,46,42,10.7,300,8.2,42,10.3,300,8,37,10.2,0,7.9,17.3,36,10.2,0,7.6,13.4,36,10.2,0,6.9,4.8,35,10.2,0,7.1,12.8,33,10.3,0,6.8,13.2,34,10.3,290,6.8,11.3,29,230,60.498046875,374.2608266194662
2025-01-30,1900-01-29 06:00:00,2025-01-30 06:00:00,43,41,10.7,300,8.5,40,10.3,300,8.2,38,10.2,0,7.8,17.3,36,10.2,0,7.4,14,35,10.2,0,6.6,5.7,35,10.3,0,6.8,10.5,34,10.3,0,7,13.2,34,10.4,290,6.9,11.3,30,220,58.80126953125,368.7981051127116
2025-01-30,1900-01-29 08:00:00,2025-01-30 08:00:00,30,37,10.3,350,6,37,10.4,350,7.4,37,10.3,0,7.2,16.36,37,10.2,0,6.7,12.5,35,10.2,0,6,6.7,35,10.3,0,6.6,11.5,35,10.3,0,6.4,13.5,35,10.4,250,6.2,11.5,28,170,58.7931327819824,386.2580774943034
2025-01-30,1900-01-29 10:00:00,2025-01-30 10:00:00,37,39,10.5,350,7.5,37,10.3,350,8.3,36,10.2,0,6.3,15,36,10.2,0,6.5,16,35,10.2,0,8.2,4,35,10.3,0,6.8,12,35,10.2,0,6.4,13,33,10.3,250,6.5,11,29,150,63.232421875,370.77305126190186
2025-01-30,1900-01-29 12:00:00,2025-01-30 12:00:00,38,38,10.5,350,7.7,37,10.3,350,8.5,37,10.2,0,7.5,18,35,10.2,0,6.9,17,35,10.2,0,7.4,8.6,35,10.1,0,7.2,8.6,35,10.2,0,7.5,13.5,35,10.3,250,7.3,11.5,28,160,61.0432929992676,361.93793398539225
2025-01-30,1900-01-29 14:00:00,2025-01-30 14:00:00,37,39,10.5,350,8.3,38,10.4,340,9.1,37,10.2,0,8.5,18.2,36,10.2,0,7.5,16.3,35,10.2,0,6.4,10.5,36,10.1,0,7.8,8.6,36,10.2,0,8.1,9.61,36,10.3,260,7.9,11.5,28,170,64.2252655029297,351.87295118967694
2025-01-30,1900-01-29 16:00:00,2025-01-30 16:00:00,38,39,10.6,300,8,40,10,250,8.9,38,10.2,0,8.4,15.74,38,10.2,0,7.2,14.42,37,10.2,0,6.9,11.53,35,10.2,0,7.8,11.53,35,10.2,0,8.1,3.84,35,10.2,250,7.4,13.46,29,150,65.0594024658203,337.52495708465574
2025-01-30,1900-01-29 18:00:00,2025-01-30 18:00:00,36,40,10.3,300,7.9,39,10.2,300,8.8,38,10.2,0,8.7,16.36,37,10.3,0,7.9,14.42,37,10.2,0,7.1,11.53,36,10.2,0,7.7,11.53,35,10.2,0,8.2,3.84,34,10.2,250,7.2,13.46,30,160,61.63330078125,341.35489047368367
2025-01-30,1900-01-29 20:00:00,2025-01-30 20:00:00,30,42,11.1,300,7.7,43,10.2,300,7.8,38,10.2,0,7.7,17.3,37,10.2,0,8,15,36,10.2,0,7.9,10.57,36,10.1,0,7.5,14.42,36,10.1,0,7.6,5.76,37,10.1,220,7.7,8.65,31,130,59.0006523132324,369.6934075037638
2025-01-30,1900-01-29 22:00:00,2025-01-30 22:00:00,39,43,11,300,7.9,43,10.3,300,7.8,39,10.2,0,7.6,17.5,38,10.2,0,7.9,15,36,10.2,0,7.8,15.19,36,10.2,0,7.6,10.76,37,10.1,0,7.7,5.14,37,10.1,230,7.2,9.61,32,130,60.9293632507324,368.43074836730955
2025-01-30,1900-01-30 00:00:00,2025-01-31 00:00:00,36,39,10.8,300,8.4,41,10.3,350,8.2,38,10.3,0,7.8,17.3,37,10.2,0,8.1,15.19,37,10.2,0,7.5,15,35,10.1,0,7.4,12.5,35,10.1,0,6.2,-,34,10.1,240,7,8.65,30,150,60.7625312805176,352.79827340443927
2025-01-30,1900-01-30 02:00:00,2025-01-31 02:00:00,40,40,10.8,300,8.1,40,10.5,250,8.1,38,10.3,0,8,17.3,36,10.3,0,8,14.8,35,10.2,0,7.2,15,35,10.1,0,7.5,13.46,34,10.1,0,7.1,5.76,35,10.1,230,6.9,5.76,30,140,59.3098945617676,366.9976127624512
2025-01-30,1900-01-30 04:00:00,2025-01-31 04:00:00,39,39,10.2,300,7.7,39,10.3,300,7.8,40,10.3,0,7.6,16.73,36,103,0,7.9,14.8,37,10.2,0,7.2,14.8,37,10.1,0,7.2,13.46,34,10.1,0,6.9,5.96,36,10.2,250,6.7,10.57,31,140,58.43505859375,383.7843603769938
2025-01-31,1900-01-30 06:00:00,2025-01-31 06:00:00,38,39,10.4,300,8,40,10.4,300,7.9,38,10.3,0,7.8,16.73,37,10.2,0,7.8,15,36,10.2,0,7.8,14.8,36,10.2,0,6.7,13.65,35,10.1,0,7,5.96,36,10.2,250,6.4,14.8,30,130,58.2316093444824,383.391807047526
2025-01-31,1900-01-30 08:00:00,2025-01-31 08:00:00,38,40,10,300,7.4,38,10.6,300,6.5,37,10.5,0,6.8,16.34,36,10.4,0,6.3,14.42,35,10.4,0,6,13.46,37,10.4,0,5.8,14.42,36,10.4,0,5.4,5.76,36,10.3,360,5.2,14.42,29,210,59.0047187805176,384.5646464029948
2025-01-31,1900-01-30 10:00:00,2025-01-31 10:00:00,36,38,10.5,250,7.4,39,10.3,300,6.7,37,10.4,0,6.5,16.53,36,10.4,0,6.3,14.16,35,10.4,0,6.4,13.84,37,10.4,0,5.4,14.8,36,10.5,0,5.4,5.79,35,10.3,300,5.4,14.23,29,190,58.9314765930176,383.0327688852946
2025-01-31,1900-01-30 12:00:00,2025-01-31 12:00:00,32,38,10.3,200,7.5,38,10.1,300,6.2,37,10.3,0,6.4,16.34,37,10.3,0,6.5,14.42,35,10.3,0,6.2,13.46,36,10.3,0,5.2,14.42,35,10,0,5.2,5.19,35,10.3,300,5.4,14.23,29,190,59.1389961242676,384.0746775309245
2025-01-31,1900-01-30 14:00:00,2025-01-31 14:00:00,36,37,10.2,300,7.3,37,10.1,300,6.2,37,10.3,0,6.4,16.53,37,10.3,0,6.5,14.42,36,10.3,0,6,13.84,36,10.3,0,5.7,14.8,36,10.2,0,5.3,5.76,35,10.3,250,5.6,14.23,28,200,58.9925117492676,383.9283131917318
2025-01-31,1900-01-30 16:00:00,2025-01-31 16:00:00,35,36,9.6,300,7.4,37,10,300,6.5,36,10.2,0,6.5,16.34,36,10.2,0,6.7,13.46,36,10.2,0,6.5,14.42,35,10.2,0,5.8,14.42,36,10.1,0,0,5.76,34,10.2,200,5.9,12.5,27,190,58.6100273132324,384.96190185546874
2025-01-31,1900-01-30 18:00:00,2025-01-31 18:00:00,34,36,9.7,350,7.5,35,10.1,300,6.2,35,10.1,0,6.2,16.34,36,10.1,0,6.4,14.61,36,10.2,0,6.2,14.42,35,10.2,0,6.2,14.8,35,10.2,0,5.4,5.76,34,10.2,220,5.6,14.23,28,200,58.92333984375,386.6251932779948
2025-01-31,1900-01-30 20:00:00,2025-01-31 20:00:00,42,40,9.5,300,7.7,41,9.9,300,9.1,38,10.1,0,6.8,17.3,38,10.1,0,10.3,14.42,38,10.1,0,6.6,15.38,38,10.2,0,6.2,14.42,37,10.1,0,6.3,5.76,39,10.1,200,6.4,18.26,29,150,58.4554023742676,387.36725997924805
2025-01-31,1900-01-30 22:00:00,2025-01-31 22:00:00,43,40,9.7,300,7.8,40,9.9,300,8.5,38,10.1,0,6.9,17.6,39,10.1,0,9.9,14.4,39,10.1,0,6.5,15.7,38,10.1,0,6.2,14.8,37,10.1,0,6.4,5.3,38,10.3,200,6.5,28.8,29,160,58.58154296875,387.68482309977213
2025-01-31,1900-01-31 00:00:00,2025-02-01 00:00:00,44,40,10.7,350,7.7,41,9.9,300,7.6,38,10,0,8.1,16.3,39,10.1,0,6.7,14.6,37,10.1,0,6.7,15,37,10.2,0,6.6,14.4,37,10.2,0,6.1,8.6,38,10.2,270,7.7,25.9,25,150,59.16748046875,385.74905954996746
2025-01-31,1900-01-31 02:00:00,2025-02-01 02:00:00,41,40,10.5,300,7.5,41,10,300,7.5,37,10,0,7.5,17.6,37,10.1,0,6.5,14.6,35,10.1,0,6.8,15.7,35,10.1,0,6.7,14.6,35,10.2,0,6.8,14.8,36,10.3,250,6.9,16.1,24,130,58.6588554382324,380.631751759847
2025-01-31,1900-01-31 04:00:00,2025-02-01 04:00:00,41,40,10.3,300,7.2,41,10,350,8.8,37,9.9,0,7.2,16.3,38,10,0,6.9,14.6,36,10,0,7.4,15.3,37,10.1,0,5.8,14.4,37,10.2,0,7.3,14.4,35,10.3,260,8.3,15.3,26,130,59.0616874694824,384.9154853820801
2025-02-01,08:00:00,2025-02-01 08:00:00,35,37,10.2,250,6.4,37,10.1,200,7.2,35,10.1,0,6.7,9.61,35,10.1,0,6.3,14.42,36,10.1,0,6.7,13.46,35,10.1,0,6.2,14.42,36,10.1,0,5.2,14.42,36,10.2,200,5.2,15.38,30,190,59.375,386.27133928934734
2025-02-01,10:00:00,2025-02-01 10:00:00,41,38,10.2,200,7.1,37,10.2,200,7.8,35,10.1,0,6.8,15.38,36,10.1,0,6.7,14.23,36,10,0,6.9,13.46,35,10,0,6.8,14.42,35,10.2,0,5.8,14.61,35,10.2,200,5.8,15.19,39,190,0,384.77768185933434
2025-02-01,12:00:00,2025-02-01 12:00:00,34,36,10,100,7,36,10.1,200,8,36,10.1,0,7.1,15.76,35,10.1,0,7,14.61,35,10,0,6.4,13.84,35,10,0,6.5,14.23,35,10.1,0,5.4,14.42,40,10.1,270,5.4,15.38,28,160,0,384.55162455240884
2025-02-01,14:00:00,2025-02-01 14:00:00,36,35,10,200,7.1,35,10,450,7.8,35,10,0,7.1,15.76,34,10.1,0,7.1,14.23,34,10.1,0,6.7,13.46,34,10.1,0,6.2,14.03,34,10.1,0,5.2,15.19,36,10.1,280,5.2,15.9,28,180,61.87744140625,382.76897659301756
2025-02-01,16:00:00,2025-02-01 16:00:00,38,36,9.9,200,7.9,36,10.1,250,7.2,33,10,0,6.8,6.73,36,9.9,0,6.7,14.03,34,9.9,0,6.5,13.84,36,9.8,0,6.8,14.42,34,10.1,0,5.7,14.42,34,10.1,220,5.7,15.38,28,190,58.65478515625,373.818359375
2025-02-01,18:00:00,2025-02-01 18:00:00,36,36,10,200,7.5,36,10,250,7.5,33,10,0,6.4,0,34,10,0,6.5,14.61,34,10,0,6.8,13.46,35,10,0,6.5,14.8,34,10,0,5.8,13.26,34,10.1,200,5.4,15.14,28,200,59.375,384.57405014038085
2025-02-01,20:00:00,2025-02-01 20:00:00,39,40,10,200,7.3,40,10,300,9.4,38,10.1,0,8.3,6.7,36,10,0,7.6,14.4,35,10,0,8.2,14.4,36,9.9,0,7.4,13.4,37,10,0,6.6,13.4,36,10,260,8.4,15,29,210,58.80126953125,384.05285491943357
2025-02-01,22:00:00,2025-02-01 22:00:00,39,40,9.9,200,7.9,41,10,250,9.1,39,10,0,8.1,14.42,37,10,0,7.4,9.6,36,10,0,8,14.4,36,9.8,0,7.2,13.4,38,10,0,6.2,13.4,37,10,250,8.1,15,30,200,61.2752265930176,374.17197138468424
2025-02-01,1900-01-01 00:00:00,2025-02-02 00:00:00,40,40,10,250,8.1,40,10,250,8.6,37,10,0,7.6,16.3,37,10,0,7.2,5.7,35,10,0,8.1,14.4,37,9.8,0,8.4,14.4,37,9.9,0,6.1,13.4,38,9.9,240,7.2,16.3,30,200,59.53369140625,373.2103584289551
2025-02-01,1900-01-01 02:00:00,2025-02-02 02:00:00,40,39,9.9,250,7.4,40,9.9,250,7.8,38,10,0,6.3,17.3,37,10,0,7.9,11.5,36,10,0,8.5,7.6,36,9.8,0,8.2,14.6,37,9.9,0,7.3,14.03,37,9.9,290,6.8,16.7,32,190,60.8805351257324,371.6376106262207
2025-02-01,1900-01-01 04:00:00,2025-02-02 04:00:00,41,39,10.3,250,7.2,40,9.9,250,9.6,36,9.9,0,7.9,18.26,36,9.9,0,8.3,15.38,36,9.9,0,7.3,4.8,36,9.9,0,7.5,14.46,36,9.9,0,8.1,13.46,36,9.9,240,7.3,15.38,31,190,61.1653633117676,367.3756991068522
2025-02-02,1900-01-01 06:00:00,2025-02-02 06:00:00,40,38,10.3,250,8.1,40,9.9,300,10.1,37,9.9,0,10.1,17.3,36,9.9,0,8.6,15,35,9.9,0,8.3,12.5,36,9.9,0,8.5,6.73,35,9.9,0,7.8,13.4,35,9.9,250,8.4,15.38,30,200,58.6100273132324,385.22147407531736
2025-02-02,1900-01-01 08:00:00,2025-02-02 08:00:00,36,35,10.6,200,7.4,35,10.1,200,7.8,36,9.9,0,7.4,17.3,35,9.9,0,6.3,15.38,34,9.9,0,7.1,12.11,34,9.9,0,6.4,5.76,34,10,0,6.7,13.46,35,10,200,6.2,16.34,26,130,59.3587226867676,379.83241678873696
2025-02-02,1900-01-01 10:00:00,2025-02-02 10:00:00,38,35,10.5,200,7,36,10.2,200,7.2,36,10.1,0,7,16.35,35,10,0,6.4,14.8,35,10,0,6.8,12.5,34,10,0,6.7,12.5,34,10,0,6.3,11.53,35,10,200,6.3,15.38,28,140,63.2568359375,366.0720480600993
2025-02-02,1900-01-01 12:00:00,2025-02-02 12:00:00,38,37,10.6,250,6.9,37,10.3,250,7.5,36,10.1,0,6.8,16.92,35,10,0,6.1,15,35,10,0,6.4,13.46,35,10,0,6.2,15.38,34,9.9,0,6.4,8.6,34,9.9,200,6.5,15.76,27,140,61.5804023742676,361.8871768315633
2025-02-02,1900-01-01 14:00:00,2025-02-02 14:00:00,38,37,10.6,250,6.4,36,10.4,250,7.2,35,10.1,0,6,16.73,35,10.1,0,6.5,14.4,36,10,0,6.2,12.5,35,10,0,6.4,15,34,10,0,6.5,12.5,34,9.9,200,6.5,8.65,27,140,59.4970703125,369.0769676208496
2025-02-02,1900-01-01 16:00:00,2025-02-02 16:00:00,38,37,10.3,300,6.8,37,10.1,300,7.8,36,10,0,6.4,17.3,35,10,0,6.2,15.7,35,9.9,0,6.4,11.53,34,9.9,0,6.2,15.38,35,9.8,0,6.2,13.46,35,9.8,150,6.1,6.73,27,150,58.21533203125,384.3215902964274
2025-02-02,1900-01-01 18:00:00,2025-02-02 18:00:00,36,36,10.2,300,0,37,10.1,300,0,36,10.1,0,6.01,17.11,35,10,0,0,18.76,35,10,0,6.5,14.42,34,9.9,0,6.5,12.3,35,9.8,0,6.5,15.46,35,9.8,200,6.1,6.34,28,150,57.1695976257324,379.7216204325358
2025-02-02,1900-01-01 20:00:00,2025-02-02 20:00:00,41,40,10.2,400,7.4,40,10,250,7.9,40,10,0,6.1,17.3,38,10,0,6.9,15.19,37,10,0,5.4,15.38,38,10,0,5.3,11.73,37,10,0,5.3,12.5,36,9.9,210,5.8,5.76,28,140,57.3201484680176,390.1668596903483
2025-02-02,1900-01-01 22:00:00,2025-02-02 22:00:00,37,40,10.1,400,6..5,40,10,300,8.1,40,10,0,6.2,17.3,39,10,0,7.5,15.38,38,10,0,5.6,15.38,37,10,0,5.6,11.53,37,10,0,5.4,12.5,35,9.8,200,5.6,5.38,29,150,57.1533203125,390.0786071777344
2025-02-02,1900-01-02 00:00:00,2025-02-03 00:00:00,35,39,10.2,400,6.4,42,10.1,300,7.6,39,10.1,0,6.1,16.34,40,10.1,0,6.9,15.38,37,10,0,5.9,14.61,38,9.9,0,5.9,12.11,38,9.9,0,5.7,12.69,37,9.9,220,5.6,5.76,29,170,57.48291015625,389.17257436116535
2025-02-02,1900-01-02 02:00:00,2025-02-03 02:00:00,41,40,10.2,400,8.1,41,10.1,300,9.6,40,10.1,0,7.9,17.3,40,10.1,0,8.3,15.3,37,10,0,8.1,14.6,38,9.9,0,6.5,11.9,38,9.9,0,7.5,12.3,36,9.9,200,7.3,5.7,27,140,57.7921562194824,386.9296152750651
2025-02-02,1900-01-02 04:00:00,2025-02-03 04:00:00,40,40,10.1,450,7.5,41,10,300,9.2,40,10,0,8.1,17.6,40,10,0,7.6,15,39,10,0,7.3,15.3,38,9.9,0,6.9,12.5,38,9.9,0,7.1,12.5,37,9.9,220,7.9,6.7,28,170,58.3780937194824,384.4937547047933
2025-02-03,1900-01-02 06:00:00,2025-02-03 06:00:00,43,41,10,350,7.4,40,10.1,350,8.6,40,10,0,7.2,17.3,41,10,0,7.4,15.19,38,10,0,7,15.38,38,9.7,0,6.7,11.73,39,10,0,7,12.5,39,10,180,6.2,5.38,32,160,58.6100273132324,385.22147407531736
2025-02-03,1900-01-02 08:00:00,2025-02-03 08:00:00,40,40,10.5,300,6.8,37,10.2,300,7.5,38,10.1,0,6.2,17.69,38,10.1,0,5.5,14.42,38,10.1,0,5.3,15.38,35,10.1,0,5.4,12.5,37,10.1,0,5.5,15.38,36,9.9,200,5.4,9.61,25,140,58.6466484069824,383.2905335744222
2025-02-03,1900-01-02 10:00:00,2025-02-03 10:00:00,42,40,10.4,300,7.1,39,10.1,300,7.2,39,10.1,0,6.1,17.5,39,10.1,0,5.4,14.23,38,10,0,5.2,15.38,36,10,0,5.5,12.5,37,10.1,0,5.6,15.19,35,9.9,200,5.3,16.34,24,150,59.5174140930176,383.15152371724446
2025-02-03,1900-01-02 12:00:00,2025-02-03 12:00:00,42,41,10.7,300,6.8,41,10.3,300,6.5,40,10.2,0,5.9,17.69,39,10.2,0,5.2,14.61,39,10.1,0,5.6,15,38,10,0,5.4,12.3,37,10,0,5.5,15.38,35,10,200,5.4,15.38,29,150,59.6720390319824,380.847198232015
2025-02-03,1900-01-02 14:00:00,2025-02-03 14:00:00,40,41,10.7,350,5.9,40,10.2,300,5.8,40,10.1,0,5.8,16.34,38,10.1,0,5.6,16.15,38,10,0,5.8,14.42,37,10,0,5.2,12.5,38,10,0,5.7,14.42,36,10,150,5.2,15.38,26,140,59.1389961242676,381.7584156036377
2025-02-03,1900-01-02 16:00:00,2025-02-03 16:00:00,36,39,10.7,200,5.9,38,10.4,250,5.2,39,10.1,0,5.9,16.53,38,10.1,0,5.2,15.38,37,10,0,5.3,15,36,10.1,0,5.1,12.5,36,10.1,0,5.5,15.38,36,10,200,5.5,15.19,25,140,58.4228515625,384.4473375956217
2025-02-03,1900-01-02 18:00:00,2025-02-03 18:00:00,38,39,10.6,250,5.4,39,10.4,250,5.8,38,10.2,0,5.8,17.3,38,10.1,0,5.5,14.42,36,10.1,0,5.5,15.38,35,10.1,0,5,12.5,35,10.1,0,5.1,15.38,36,10,200,5.6,16.34,25,130,58.21533203125,386.47292200724286
2025-02-03,1900-01-02 20:00:00,2025-02-03 20:00:00,38,40,10.1,250,6.3,39,10.2,200,7.1.,40,10.2,0,6.4,17.3,40,10.1,0,6.4,15.38,38,10,0,5.4,14.61,37,10,0,5.7,11.53,37,10,0,5.4,14.42,37,10,200,5.4,16.34,27,170,58.1624336242676,387.8263646443685
